apt_code,name,type,road_addr,local1,local2,local3,local4,gene_type,apt_gene,apt_const,apt_area,apt_parking,x,y,car_road,train_n,bus_n,admin,medical,culture,eschool_n,kinder_n,d_center_n,edu_n,bank,mart,convin,cluster
A15679103,우리유앤미,아파트,서울특별시 동작구 서달로 83,서울,동작구,흑석동,우리유앤미아파트,분양,206,우리건설,15827.0,223.0,126.9596386,37.5006676,2.0,0.0,5.0,8.0,12.0,1.0,2.0,1.0,12.0,6.0,6.0,1.0,4.0,3
A13876112,송파파인타운13단지,아파트,서울특별시 송파구 송파대로8길 10,서울,송파구,장지동,857,분양,197,양우건설(주),16720.0,225.0,127.1291789,37.4768967,2.0,1.0,5.0,1.0,9.0,2.0,1.0,5.0,19.0,12.0,2.0,0.0,0.0,2
A13873701,오금현대백조(임대),아파트,서울특별시 송파구 양재대로72길 20,서울,송파구,오금동,20-2,임대,153,현대건설,4743.0,60.0,127.1287745,37.5089058,2.0,1.0,6.0,4.0,12.0,3.0,3.0,3.0,5.0,164.0,7.0,0.0,3.0,3
A15275101,개봉건영,아파트,서울특별시 구로구 고척로21나길 85-6,서울,구로구,개봉동,47-1,분양,209,건영종합건설,16894.0,0.0,126.8406749,37.5011622,2.0,0.0,4.0,3.0,2.0,4.0,2.0,5.0,18.0,10.0,4.0,2.0,4.0,2
A13991016,월계동원베네스트,아파트,서울특별시 노원구 월계로53길 21,서울,노원구,월계동,서울시 노원구 월계2동 940번지,분양,205,(주)동원건설,14796.0,206.0,127.0582196,37.631732,1.0,1.0,7.0,4.0,6.0,3.0,5.0,8.0,16.0,7.0,0.0,1.0,2.0,6
A13789201,양재우성KBS(113동),아파트,서울특별시 서초구 바우뫼로 91,서울,서초구,양재동,160-2,분양,150,우성건설,12704.0,137.0,127.0290739,37.4775008,5.0,0.0,0.0,3.0,0.0,3.0,2.0,3.0,1.0,6.0,2.0,0.0,1.0,2
A13486701,천호삼익,아파트,서울특별시 강동구 상암로12길 13,서울,강동구,천호동,288-5,분양,150,삼익건설(주),11793.0,152.0,127.1284727,37.5485886,4.0,1.0,7.0,8.0,20.0,2.0,4.0,4.0,17.0,26.0,3.0,2.0,10.0,4
A14319001,자양경남아너스빌,아파트,서울특별시 광진구 자양로3길 55,서울,광진구,자양동,경남아너스빌,분양,150,대아건설,10974.0,132.0,127.083991,37.5294321,3.0,0.0,0.0,3.0,8.0,0.0,4.0,5.0,26.0,23.0,1.0,2.0,2.0,2
A12208101,신사성원,아파트,,서울,은평구,신사동,360,분양,150,성원건설,10592.0,164.0,126.9133122,37.6004574,0.0,1.0,5.0,6.0,14.0,3.0,2.0,6.0,32.0,45.0,1.0,4.0,6.0,1
A15809001,신월대방샤인힐,아파트,서울특별시 양천구 신월로9길 37,서울,양천구,신월동,서울 양천구 신월4동 1017,분양,150,대방건설,10679.0,149.0,126.8384999,37.5204711,3.0,0.0,10.0,6.0,19.0,2.0,4.0,6.0,37.0,50.0,4.0,2.0,6.0,1
A13820001,문정3차푸르지오,아파트,서울특별시 송파구 송이로 257,서울,송파구,문정동,문정3차대우아파트,분양,150,(주)대우건설,12744.0,193.0,127.1332779,37.4871243,1.0,0.0,10.0,3.0,3.0,3.0,3.0,4.0,29.0,15.0,1.0,2.0,0.0,2
A13790701,잠원한신그린,아파트,서울특별시 서초구 신반포로33길 71,서울,서초구,잠원동,잠원한신그린아파트,분양,150,한신공영(주),12734.0,136.0,127.0078749,37.5133709,7.0,1.0,5.0,3.0,5.0,0.0,2.0,3.0,17.0,9.0,6.0,4.0,1.0,3
A13402202,천호e-편한세상,아파트,서울특별시 강동구 올림픽로81길 15,서울,강동구,천호동,관리사무소,분양,150,,13829.0,198.0,127.1243522,37.5443727,4.0,0.0,2.0,6.0,14.0,1.0,2.0,3.0,11.0,11.0,5.0,4.0,4.0,3
A11007001,경희궁의아침3단지,아파트,서울특별시 종로구 사직로8길 34,서울,종로구,내수동,72번지,분양,150,쌍용건설,22445.0,315.0,126.9720155,37.5736451,12.0,2.0,3.0,3.0,14.0,8.0,2.0,3.0,9.0,8.0,26.0,1.0,5.0,4
A13403001,성내2차e-편한세상,아파트,서울특별시 강동구 풍성로37길 55,서울,강동구,성내동,137,분양,151,(주)삼호,13446.0,184.0,127.1264298,37.53436,3.0,1.0,1.0,9.0,27.0,2.0,3.0,3.0,28.0,33.0,10.0,4.0,6.0,4
A15609001,사당유니드,아파트,서울특별시 동작구 동작대로29길 195,서울,동작구,사당동,1155번지,분양,151,대성산업(주),11569.0,0.0,126.9752458,37.493362,3.0,0.0,1.0,3.0,0.0,3.0,2.0,2.0,17.0,5.0,0.0,0.0,2.0,2
A13186801,신내다우훼밀리,아파트,서울특별시 중랑구 송림길 16,서울,중랑구,신내동,796번지,분양,152,다우종합건설,11642.0,161.0,127.0971514,37.6060585,4.0,0.0,9.0,5.0,14.0,3.0,5.0,8.0,49.0,70.0,2.0,2.0,5.0,5
A13407201,명일삼익그린11차,아파트,서울특별시 강동구 명일로 376,서울,강동구,명일동,38번지,분양,152,삼익주택,14834.0,180.0,127.1504982,37.5518066,0.0,1.0,3.0,6.0,15.0,6.0,5.0,9.0,20.0,163.0,9.0,3.0,5.0,1
A13980801,공릉대동1차,아파트,서울특별시 노원구 동일로175길 38,서울,노원구,공릉동,604-11,분양,152,(주)대동,10853.0,156.0,127.072532,37.6198604,2.0,2.0,13.0,8.0,15.0,1.0,2.0,5.0,23.0,16.0,7.0,0.0,11.0,4
A15210101,오류동선,아파트,서울특별시 구로구 경인로 158,서울,구로구,오류동,345,분양,152,동선건설,8849.0,122.0,126.8394712,37.4936836,6.0,1.0,7.0,4.0,18.0,4.0,2.0,7.0,20.0,29.0,5.0,1.0,8.0,0
A15001001,여의도초원,아파트,서울특별시 영등포구 국회대로76가길 11,서울,영등포구,여의도동,서울시 영등포구 여의도동11-1,분양,153,순복음,10242.0,92.0,126.9231927,37.5309637,7.0,0.0,8.0,0.0,4.0,3.0,0.0,0.0,7.0,1.0,14.0,2.0,3.0,3
A15881701,목동금강에스쁘아,아파트,서울특별시 양천구 목동중앙본로 15,서울,양천구,목동,목동금강에스쁘아아파트,분양,153,(주)금강종합건설,11861.0,159.0,126.8714021,37.5380526,2.0,0.0,10.0,9.0,9.0,3.0,4.0,7.0,33.0,75.0,5.0,2.0,1.0,5
A13285601,방학신동아5단지,아파트,서울특별시 도봉구 시루봉로 148,서울,도봉구,방학동,신동아아파트,분양,153,신동아건설(주),11929.0,196.0,127.0285219,37.6636195,0.0,0.0,6.0,4.0,5.0,3.0,3.0,9.0,32.0,28.0,2.0,0.0,4.0,6
A13980102,공릉신원,아파트,서울특별시 노원구 동일로192나길 26,서울,노원구,공릉동,370-4,분양,153,신원종합개발,10946.0,154.0,127.0751067,37.6277644,2.0,1.0,15.0,6.0,21.0,1.0,3.0,12.0,23.0,31.0,6.0,0.0,10.0,1
A15886501,신정학마을3단지,아파트,서울특별시 양천구 신정로 225-12,서울,양천구,신정동,1291번지 관리사무소,분양,153,태영건설,12978.0,211.0,126.8472095,37.5115753,2.0,0.0,3.0,5.0,2.0,4.0,6.0,6.0,20.0,4.0,0.0,0.0,0.0,6
A13186502,신내우남푸르미아,아파트,서울특별시 중랑구 봉화산로56길 51,서울,중랑구,신내동,,분양,153,(주)우남건설,13481.0,186.0,127.0987566,37.6061739,3.0,0.0,8.0,5.0,14.0,3.0,5.0,9.0,45.0,66.0,2.0,2.0,2.0,5
A13780201,엠브이아파트,아파트,서울특별시 서초구 고무래로10길 39,서울,서초구,반포동,서초구 반포4동 46번지,분양,154,한보철강,13431.0,146.0,127.0102751,37.4992014,6.0,0.0,3.0,3.0,8.0,0.0,2.0,2.0,12.0,194.0,21.0,1.0,2.0,3
A13203001,쌍문동북한산월드메르디앙,아파트,서울특별시 도봉구 삼양로 566,서울,도봉구,쌍문동,728번지,분양,154,월드건설,12814.0,177.0,127.0139503,37.653846,1.0,2.0,4.0,1.0,8.0,3.0,1.0,2.0,10.0,15.0,1.0,0.0,2.0,2
A15383601,독산진도2차,아파트,서울특별시 금천구 두산로 36,서울,금천구,독산동,1133번지,분양,154,진도건설,11178.0,139.0,126.8922168,37.4700234,4.0,0.0,11.0,5.0,8.0,3.0,1.0,2.0,7.0,12.0,11.0,3.0,6.0,3
A15381402,독산계룡,아파트,서울특별시 금천구 범안로15길 7,서울,금천구,독산동,,분양,154,계룡건설,11034.0,160.0,126.8927936,37.4671531,5.0,1.0,9.0,3.0,7.0,3.0,2.0,3.0,13.0,14.0,9.0,3.0,4.0,3
A15805101,목동대원칸타빌,아파트,서울특별시 양천구 목동로 224,서울,양천구,목동,,분양,154,(주)대원,13648.0,202.0,126.8650937,37.5285923,4.0,1.0,3.0,6.0,23.0,3.0,3.0,9.0,15.0,86.0,7.0,3.0,1.0,1
A15288801,신도림우성5차,아파트,서울특별시 구로구 신도림로21길 21,서울,구로구,신도림동,638,분양,154,우성건설(주),11152.0,136.0,126.8837922,37.5127235,3.0,1.0,9.0,4.0,3.0,1.0,2.0,2.0,14.0,22.0,3.0,4.0,3.0,3
A15722201,마곡서광2차아파트,아파트,서울특별시 강서구 양천로14길 17,서울,강서구,방화동,871번지,분양,154,서광건설(주),15216.0,229.0,126.8106819,37.5720228,2.0,1.0,8.0,5.0,14.0,3.0,4.0,9.0,30.0,28.0,3.0,1.0,4.0,6
A13786901,서초1차e편한세상,아파트,서울특별시 서초구 명달로6길 31,서울,서초구,서초동,1487-63,분양,154,대림,20102.0,0.0,127.0067349,37.4812021,4.0,0.0,9.0,4.0,4.0,1.0,1.0,2.0,10.0,54.0,6.0,0.0,4.0,3
A15881702,목동성원,아파트,서울특별시 양천구 목동중앙로 67,서울,양천구,목동,763-1 목동 성원 아파트 관리사무소,분양,155,성원산업개발(주),12520.0,176.0,126.8699072,37.5358469,3.0,1.0,5.0,6.0,14.0,1.0,4.0,5.0,13.0,142.0,14.0,3.0,6.0,0
A12204001,북한산수자인,아파트,서울특별시 은평구 불광로 170,서울,은평구,불광동,관리사무소,분양,155,한양,10017.0,151.0,126.9321696,37.6216983,0.0,1.0,9.0,2.0,3.0,3.0,4.0,5.0,8.0,13.0,0.0,1.0,0.0,2
A13295201,브라운스톤쌍문,아파트,서울특별시 도봉구 노해로40길 71,서울,도봉구,쌍문동,,분양,155,이수건설,12256.0,169.0,127.0295935,37.6471154,1.0,1.0,1.0,5.0,21.0,7.0,3.0,7.0,13.0,20.0,5.0,3.0,7.0,0
A13527001,도곡동양재디오빌,주상복합,서울특별시 강남구 강남대로 256,서울,강남구,도곡동,952번지,분양,155,대우건설,4261.0,125.0,127.0335386,37.4864782,4.0,2.0,7.0,5.0,31.0,2.0,2.0,2.0,7.0,35.0,21.0,0.0,9.0,4
A15884901,유원목동,아파트,서울특별시 양천구 신목로 77,서울,양천구,신정동,87-39,분양,156,유원건설(주),13110.0,0.0,126.8736268,37.5217974,4.0,1.0,6.0,5.0,21.0,2.0,4.0,4.0,17.0,189.0,8.0,3.0,6.0,0
A13486401,천호현대,아파트,서울특별시 강동구 진황도로 47-2,서울,강동구,천호동,천호현대아파트,분양,156,현대건설,8976.0,100.0,127.1329005,37.5383992,2.0,1.0,1.0,12.0,41.0,4.0,2.0,2.0,14.0,14.0,12.0,4.0,10.0,4
A13187501,중화극동,아파트,서울특별시 중랑구 봉화산로27길 32,서울,중랑구,중화동,19번지,분양,156,극동건설,13006.0,160.0,127.0837949,37.6036519,1.0,1.0,4.0,7.0,8.0,1.0,4.0,8.0,11.0,22.0,4.0,3.0,2.0,6
A15185201,신림현대성우,아파트,서울특별시 관악구 남부순환로198길 7,서울,관악구,신림동,,분양,156,성우종합건설(주),11990.0,167.0,126.9372705,37.4837087,1.0,1.0,4.0,11.0,13.0,2.0,2.0,5.0,22.0,24.0,4.0,3.0,7.0,1
A11084601,평창롯데,아파트,서울특별시 종로구 평창문화로 140,서울,종로구,평창동,72,분양,156,롯데건설,16343.0,256.0,126.9756922,37.6091332,3.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2
A13820002,문정세양청마루,아파트,서울특별시 송파구 송이로31길 66,서울,송파구,문정동,146번지,분양,157,세양건설,9406.0,126.0,127.1370266,37.4924314,0.0,0.0,4.0,5.0,3.0,3.0,3.0,6.0,25.0,22.0,5.0,0.0,2.0,6
A15101501,보라매갑을,아파트,서울특별시 관악구 관천로24길 3,서울,관악구,신림동,,분양,157,갑을건설,10884.0,151.0,126.9219256,37.4891251,2.0,1.0,4.0,7.0,14.0,2.0,3.0,5.0,14.0,12.0,7.0,0.0,8.0,0
A13312101,성수두산위브,아파트,서울특별시 성동구 뚝섬로 434,서울,성동구,성수동2가,성수동 두산위브,분양,157,두산건설,16949.0,247.0,127.0584774,37.5372327,2.0,0.0,14.0,5.0,11.0,3.0,1.0,3.0,11.0,5.0,8.0,3.0,4.0,3
A15283801,신도림쌍용플래티넘노블,아파트,서울특별시 구로구 공원로 40,서울,구로구,구로동,46번지 신도림쌍용플래티넘노블,분양,155,남광토건(주),17885.0,258.0,126.8912982,37.5009591,2.0,0.0,9.0,3.0,7.0,0.0,5.0,3.0,19.0,21.0,5.0,5.0,2.0,2
A15007101,대림갑을명가,아파트,서울특별시 영등포구 대림로22길 29,서울,영등포구,대림동,대림동갑을명가아파트,분양,157,갑을건설(주),13326.0,181.0,126.9036771,37.4956182,1.0,0.0,5.0,7.0,25.0,1.0,3.0,7.0,25.0,17.0,8.0,2.0,3.0,6
A13980803,공릉1동삼익,아파트,서울특별시 노원구 섬밭로 17,서울,노원구,공릉동,공릉1동삼익아파트,분양,158,삼익건설주식회사,11790.0,144.0,127.0723375,37.6181002,2.0,2.0,9.0,6.0,12.0,2.0,2.0,5.0,22.0,13.0,5.0,1.0,8.0,0
A14319002,자양한강극동,아파트,서울특별시 광진구 능동로3길 53,서울,광진구,자양동,57-103,분양,158,극동건설주식회사,13343.0,160.0,127.0644764,37.5336956,2.0,1.0,0.0,3.0,11.0,2.0,2.0,5.0,13.0,14.0,4.0,3.0,7.0,3
A13510001,청담삼성1차,아파트,서울특별시 강남구 삼성로133길 20,서울,강남구,청담동,청담동 삼성1차 아파트,분양,158,삼성건설,11595.0,160.0,127.0478619,37.5194421,3.0,0.0,4.0,4.0,23.0,3.0,2.0,2.0,11.0,48.0,16.0,3.0,5.0,3
A13292501,창동현대타운(주복),아파트,서울특별시 도봉구 도봉로114길 22-8,서울,도봉구,창동,,분양,158,현대건설,9492.0,175.0,127.0352336,37.6470839,1.0,1.0,11.0,6.0,20.0,6.0,4.0,5.0,23.0,13.0,3.0,0.0,3.0,1
A13311101,성수금호3차,아파트,서울특별시 성동구 뚝섬로5길 17,서울,성동구,성수동1가,서울특별시 성동구 성수동 1가 714,분양,159,금호산업(주),12710.0,170.0,127.0504009,37.5420274,2.0,0.0,9.0,6.0,9.0,2.0,3.0,4.0,9.0,22.0,15.0,1.0,4.0,0
A13201001,도봉서광,아파트,서울특별시 도봉구 마들로 770,서울,도봉구,도봉동,서울 도봉구 마들로 770,,159,융창건설(주),7934.0,90.0,127.049861,37.6783964,3.0,2.0,8.0,3.0,9.0,1.0,1.0,5.0,33.0,5.0,4.0,1.0,6.0,0
A13185501,묵동세방,아파트,서울특별시 중랑구 숙선옹주로9길 25,서울,중랑구,묵동,,분양,159,세방기업(주),11661.0,161.0,127.0835522,37.6153547,2.0,1.0,4.0,5.0,5.0,2.0,2.0,3.0,25.0,15.0,3.0,2.0,1.0,2
A14321001,광장11현대홈타운,연립주택,서울특별시 광진구 아차산로69길 29,서울,광진구,광장동,579 광장11차현대홈타운 관리사무소,분양,159,현대건설,13505.0,182.0,127.0969941,37.5430085,4.0,0.0,6.0,5.0,12.0,2.0,5.0,7.0,23.0,140.0,5.0,1.0,4.0,6
A13787102,서초2차e편한세상,아파트,서울특별시 서초구 효령로49길 57,서울,서초구,서초동,1529번지,분양,159,대림산업,16997.0,255.0,127.0090583,37.4862357,5.0,0.0,5.0,2.0,10.0,1.0,1.0,0.0,7.0,34.0,18.0,0.0,13.0,3
A13087401,휘경서울가든,아파트,서울특별시 동대문구 겸재로 24,서울,동대문구,휘경동,49-5,분양,160,삼익건설(주),13309.0,157.0,127.0711253,37.5841565,1.0,0.0,4.0,6.0,3.0,2.0,4.0,5.0,18.0,22.0,1.0,2.0,0.0,6
A13880201,가락현대6차,아파트,서울특별시 송파구 송이로19길 8,서울,송파구,가락동,55번지,분양,160,현대건설,13568.0,125.0,127.1226268,37.4972327,1.0,1.0,4.0,7.0,19.0,3.0,4.0,5.0,24.0,33.0,12.0,1.0,4.0,1
A15088802,여의도화랑,아파트,서울특별시 영등포구 국제금융로7가길 21,서울,영등포구,여의도동,40-4,분양,160,삼익주택,18083.0,155.0,126.9355476,37.5221449,6.0,0.0,3.0,2.0,18.0,4.0,1.0,4.0,8.0,43.0,19.0,4.0,1.0,3
A15009501,문래진주,아파트,서울특별시 영등포구 선유로9길 31,서울,영등포구,문래동5가,22번지,분양,160,라이프주택,16101.0,130.0,126.8847882,37.5171755,3.0,1.0,6.0,1.0,6.0,1.0,2.0,2.0,20.0,19.0,4.0,3.0,6.0,3
A15083701,신길삼두,아파트,서울특별시 영등포구 여의대방로61길 19,서울,영등포구,신길동,2-3,분양,160,삼두실업(주),7333.0,45.0,126.9238594,37.5143228,3.0,2.0,8.0,5.0,13.0,5.0,3.0,3.0,11.0,4.0,3.0,5.0,2.0,0
A13583301,논현동부센트레빌,아파트,서울특별시 강남구 언주로116길 6,서울,강남구,논현동,275번지,분양,160,동부건설,15710.0,239.0,127.0376735,37.5103594,2.0,1.0,4.0,3.0,21.0,3.0,1.0,2.0,3.0,23.0,13.0,1.0,7.0,3
A12201301,응암경남,아파트,서울특별시 은평구 가좌로7나길 35,서울,은평구,응암동,714,분양,160,경남기업,11090.0,130.0,126.9203156,37.5833193,1.0,0.0,9.0,4.0,5.0,4.0,4.0,8.0,20.0,38.0,6.0,2.0,7.0,6
A13788201,서초현대4차,아파트,서울특별시 서초구 고무래로 94,서울,서초구,서초동,서울시 서초구 서초4동 1684외,분양,160,현대산업개발,16081.0,1.0,127.0178518,37.5003507,7.0,1.0,7.0,4.0,4.0,0.0,3.0,3.0,16.0,26.0,16.0,0.0,1.0,3
A13508001,역삼휴먼터치빌,주상복합,서울특별시 강남구 논현로 565,서울,강남구,역삼동,606-18,분양,160,현대산업개발,4785.0,123.0,127.0338294,37.5064114,4.0,1.0,11.0,1.0,20.0,0.0,2.0,3.0,9.0,14.0,16.0,2.0,13.0,4
A15785601,방화진로,아파트,서울특별시 강서구 금낭화로 258,서울,강서구,방화동,804번지,분양,160,주)진로건설,13589.0,166.0,126.8084237,37.5770526,2.0,1.0,0.0,4.0,9.0,3.0,3.0,6.0,13.0,9.0,2.0,1.0,5.0,2
A13790902,잠원킴스빌리지,아파트,서울특별시 서초구 잠원로3길 6,서울,서초구,잠원동,71-12,분양,160,시대종합건설(주),4851.0,138.0,127.0067114,37.5109145,7.0,1.0,5.0,5.0,9.0,0.0,2.0,3.0,19.0,36.0,8.0,4.0,0.0,3
A15782501,강서월드메르디앙,아파트,서울특별시 강서구 공항대로42길 54-26,서울,강서구,내발산동,,분양,160,월드건설,13883.0,247.0,126.843127,37.5568955,1.0,0.0,4.0,5.0,14.0,5.0,5.0,6.0,19.0,62.0,6.0,2.0,4.0,6
A15284302,구로대성스카이렉스,주상복합,서울특별시 구로구 공원로 27,서울,구로구,구로동,"구로동, 대성스카이렉스 주상복합아파트",분양,160,대성산업(주),14281.0,225.0,126.8909539,37.4994441,2.0,0.0,11.0,5.0,8.0,0.0,5.0,2.0,17.0,16.0,6.0,3.0,2.0,2
A12111001,마포경남아너스빌,아파트,서울특별시 마포구 신수로 81,서울,마포구,신수동,456 번지,분양,160,경남기업(주),13592.0,182.0,126.934029,37.5487707,4.0,2.0,14.0,6.0,11.0,1.0,2.0,1.0,17.0,48.0,6.0,3.0,5.0,0
A13784401,방배브라운가,아파트,서울특별시 서초구 방배로19길 67,서울,서초구,방배동,,분양,161,흥화공업(주),15462.0,218.0,126.9919326,37.4835259,4.0,1.0,6.0,7.0,11.0,1.0,3.0,3.0,14.0,45.0,9.0,2.0,8.0,0
A13181201,면목신성미소지움,아파트,서울특별시 중랑구 용마산로86길 9-27,서울,중랑구,면목동,1527번지,분양,161,신성건설,12911.0,178.0,127.0961012,37.587218,0.0,0.0,11.0,6.0,7.0,3.0,2.0,1.0,14.0,7.0,1.0,2.0,3.0,2
A13786803,서초3차e편한세상,아파트,서울특별시 서초구 남부순환로 2343-10,서울,서초구,서초동,1467-37,분양,77,대림산업,11722.0,182.0,127.0077138,37.4785869,3.0,0.0,12.0,4.0,0.0,1.0,1.0,2.0,3.0,24.0,5.0,0.0,0.0,2
A13609001,종암우림카이저팰리스,주상복합,서울특별시 성북구 종암로 132,서울,성북구,종암동,132번지,분양,161,우림건설,13656.0,218.0,127.0334853,37.6018897,3.0,0.0,7.0,9.0,17.0,2.0,3.0,7.0,36.0,54.0,5.0,5.0,4.0,1
A13481001,길동우성1차,아파트,서울특별시 강동구 천중로49길 58,서울,강동구,길동,서울강동구 길동 332번지,분양,162,우성건설,13216.0,64.0,127.1445299,37.5432755,0.0,1.0,2.0,8.0,25.0,6.0,3.0,6.0,34.0,51.0,6.0,1.0,4.0,1
A13880602,가락우성2차아파트,아파트,서울특별시 송파구 중대로12길 35,서울,송파구,가락동,120-4,분양,162,우성건설,11491.0,156.0,127.1255185,37.4918819,1.0,1.0,5.0,5.0,16.0,3.0,5.0,5.0,22.0,31.0,12.0,2.0,3.0,1
A15603001,상도동원베네스트,아파트,서울특별시 동작구 상도로34길 42,서울,동작구,상도동,,분양,162,동원시스템즈(주)/건설,13731.0,185.0,126.9444312,37.5029264,1.0,1.0,12.0,6.0,18.0,3.0,2.0,9.0,29.0,56.0,5.0,0.0,6.0,1
A15283701,고척경남1차,아파트,서울특별시 구로구 경인로47길 150,서울,구로구,고척동,관리사무소,분양,163,경남건설,11491.0,136.0,126.8627712,37.5052906,2.0,0.0,10.0,6.0,15.0,3.0,5.0,5.0,27.0,26.0,0.0,2.0,3.0,6
A13114201,묵동동구햇살,아파트,서울특별시 중랑구 동일로169길 41,서울,중랑구,묵동,서울시중랑구 묵2동 388,분양,163,동구건설,13689.0,185.0,127.0747746,37.613353,1.0,2.0,12.0,5.0,16.0,2.0,4.0,5.0,22.0,15.0,3.0,1.0,5.0,1
A15602001,대방경남아너스빌,아파트,서울특별시 동작구 여의대방로54길 6,서울,동작구,대방동,512,분양,163,경남기업,13822.0,188.0,126.9256082,37.5116136,2.0,2.0,15.0,5.0,16.0,5.0,3.0,2.0,22.0,17.0,3.0,5.0,2.0,0
A15704001,염창2차한화꿈에그린,아파트,서울특별시 강서구 공항대로63길 16,서울,강서구,염창동,염창동2차한화꿈에그린아파트,분양,163,한화건설,12477.0,182.0,126.8668736,37.5515337,1.0,1.0,1.0,6.0,26.0,5.0,4.0,6.0,23.0,59.0,9.0,0.0,5.0,1
A13508002,역삼경남,주상복합,서울특별시 강남구 언주로85길 13,서울,강남구,역삼동,,분양,164,경남기업,13661.0,183.0,127.0423208,37.5005747,4.0,0.0,3.0,3.0,17.0,2.0,1.0,1.0,3.0,16.0,25.0,1.0,6.0,3
A15780701,가양중앙하이츠,아파트,서울특별시 강서구 허준로 55-20,서울,강서구,가양동,1467,분양,164,중앙건설(주),19655.0,324.0,126.8492901,37.5698077,2.0,0.0,4.0,2.0,3.0,4.0,2.0,5.0,9.0,3.0,1.0,1.0,0.0,2
A15086001,보라매두산위브,아파트,,서울,영등포구,신길동,4497번지,분양,164,두산건설(주),17039.0,253.0,126.9144293,37.4972694,1.0,1.0,10.0,8.0,7.0,2.0,3.0,9.0,34.0,34.0,3.0,1.0,3.0,5
A13120701,용마산금호어울림,아파트,서울특별시 중랑구 용마산로 290,서울,중랑구,면목동,,분양,165,금호건설,13685.0,201.0,127.091721,37.5770579,1.0,0.0,3.0,5.0,12.0,3.0,3.0,4.0,12.0,10.0,3.0,1.0,0.0,2
A15086201,양평서통한신,아파트,서울특별시 영등포구 영등포로12길 7,서울,영등포구,양평동1가,14-1,분양,165,한신공영(주),13286.0,208.0,126.8878466,37.5216885,3.0,1.0,14.0,2.0,15.0,1.0,3.0,4.0,19.0,44.0,6.0,4.0,9.0,0
A13983801,대망드림힐,아파트,서울특별시 노원구 동일로242라길 27,서울,노원구,상계동,대망드림힐아파트,분양,165,(주)대망종합건설,13508.0,193.0,127.0584516,37.6763152,2.0,1.0,6.0,2.0,8.0,1.0,2.0,6.0,18.0,10.0,2.0,1.0,0.0,2
A15208201,고척양우,아파트,서울특별시 구로구 고척로52길 9,서울,구로구,고척동,52길 9,분양,165,양우종합건설,11581.0,169.0,126.8566086,37.504745,1.0,0.0,9.0,7.0,6.0,5.0,5.0,5.0,28.0,28.0,1.0,2.0,5.0,6
A12181101,동양엔파트,아파트,서울특별시 마포구 백범로 82,서울,마포구,대흥동,동양엔파트아파트,분양,165,동양메이저(주),14010.0,196.0,126.9406061,37.5479468,3.0,1.0,13.0,10.0,7.0,2.0,4.0,6.0,12.0,97.0,4.0,3.0,5.0,1
A13882401,문정푸르지오2차,아파트,서울특별시 송파구 송이로32길 37,서울,송파구,문정동,관리사무소,분양,165,(주)대우,12653.0,188.0,127.1270852,37.4867371,2.0,1.0,6.0,3.0,11.0,4.0,4.0,7.0,26.0,53.0,8.0,2.0,4.0,6
A13707002,아남,아파트,서울특별시 서초구 사임당로23길 53,서울,서초구,서초동,1641-13,분양,166,아남건설주식회사,13209.0,0.0,127.020739,37.4929518,5.0,0.0,2.0,3.0,11.0,0.0,2.0,3.0,14.0,57.0,20.0,0.0,2.0,3
A15009502,문래현대3차,아파트,서울특별시 영등포구 선유서로 6,서울,영등포구,문래동5가,21,분양,166,현대건설(주),14025.0,102.0,126.8844422,37.5161019,3.0,1.0,6.0,3.0,4.0,1.0,2.0,2.0,22.0,7.0,2.0,4.0,5.0,3
A15283803,구로금호어울림,아파트,서울특별시 구로구 공원로 26,서울,구로구,구로동,49번지,분양,166,금호건설,12014.0,121.0,126.8919875,37.5000583,2.0,0.0,7.0,4.0,8.0,0.0,6.0,5.0,19.0,24.0,7.0,4.0,2.0,6
A13790703,잠원신화,아파트,서울특별시 서초구 잠원로14길 54,서울,서초구,잠원동,,분양,166,신화건설,11703.0,167.0,127.0136875,37.5157083,6.0,1.0,4.0,4.0,8.0,0.0,1.0,1.0,17.0,38.0,9.0,2.0,10.0,3
A13887901,송파현대힐스테이트,아파트,서울특별시 송파구 풍성로26길 31,서울,송파구,풍납동,511,분양,166,현대건설(주),15541.0,226.0,127.1184957,37.5311152,3.0,1.0,3.0,7.0,16.0,2.0,4.0,5.0,35.0,35.0,7.0,0.0,7.0,1
A15704002,염창 일신건영휴먼빌아파트,아파트,서울특별시 강서구 양천로71가길 22,서울,강서구,염창동,298,분양,166,일신건영(주),13747.0,187.0,126.8731713,37.5520432,2.0,0.0,9.0,3.0,12.0,4.0,3.0,3.0,35.0,50.0,6.0,0.0,2.0,2
A15284101,구로2차순영웰라이빌,주상복합,서울특별시 구로구 가마산로 280,서울,구로구,구로동,,분양,166,순영종합건설(주),10763.0,194.0,126.891625,37.4960263,2.0,1.0,11.0,8.0,10.0,0.0,4.0,2.0,19.0,18.0,8.0,1.0,5.0,0
A13008001,신이문금호어울림,아파트,서울특별시 동대문구 신이문로 9,서울,동대문구,이문동,신이문금호어울림아파트,,166,금호산업,13211.0,186.0,127.063182,37.6041205,2.0,1.0,4.0,5.0,10.0,1.0,2.0,3.0,22.0,19.0,2.0,4.0,6.0,0
