apt_code,name,type,road_addr,local1,local2,local3,local4,gene_type,apt_gene,apt_const,apt_area,apt_parking,x,y,car_road,train_n,bus_n,admin,medical,culture,eschool_n,kinder_n,d_center_n,edu_n,bank,mart,convin,cluster
A12127007,상암월드컵1단지,아파트,서울특별시 마포구 월드컵북로47길 8,서울,마포구,상암동,1634,임대,820,(주)삼호,37268.0,618.0,126.8933187,37.5753148,3.0,1.0,6.0,3.0,7.0,3.0,1.0,1.0,27.0,9.0,8.0,1.0,5.0,3
A13302001,청계벽산,아파트,서울특별시 성동구 무학로 50,서울,성동구,하왕십리동,청계벽산아파트,분양,822,벽산건설(주),80286.0,825.0,127.0319041,37.5688924,2.0,0.0,4.0,9.0,6.0,4.0,3.0,7.0,20.0,27.0,7.0,6.0,1.0,1
A13594007,대청,아파트,서울특별시 강남구 개포로109길 21,서울,강남구,개포동,대청아파트 관리사무소,분양,822,삼익건설,40402.0,280.0,127.07521,37.4941776,3.0,3.0,2.0,2.0,10.0,3.0,4.0,4.0,13.0,13.0,4.0,0.0,3.0,0
A13677206,정릉우성,아파트,서울특별시 성북구 북악산로 813,서울,성북구,정릉동,정릉우성아파트,분양,823,우성건설,64850.0,708.0,127.0156807,37.6010726,2.0,2.0,11.0,8.0,11.0,2.0,5.0,12.0,35.0,43.0,6.0,6.0,6.0,5
A13203303,쌍문한양1차,아파트,서울특별시 도봉구 우이천로 304,서울,도봉구,쌍문동,쌍문한양아파트,분양,824,한양건설,54803.0,600.0,127.0306912,37.6460891,1.0,1.0,5.0,6.0,22.0,7.0,2.0,7.0,19.0,13.0,5.0,5.0,8.0,1
A15288611,신도림미성,아파트,,서울,구로구,신도림동,미성아파트,분양,824,라이프건설,52344.0,450.0,126.8765698,37.5072861,3.0,0.0,7.0,5.0,4.0,1.0,3.0,3.0,25.0,8.0,7.0,0.0,4.0,2
A15603205,상도건영,아파트,서울특별시 동작구 만양로 26,서울,동작구,노량진동,414번지,분양,824,(주)건영,71697.0,927.0,126.9497843,37.5071675,2.0,0.0,12.0,5.0,12.0,3.0,3.0,11.0,28.0,33.0,2.0,0.0,4.0,5
A13590204,압구정한양아파트제2단지,아파트,서울특별시 강남구 압구정로 313,서울,강남구,압구정동,한양아파트,분양,825,(주)한양주택,109088.0,900.0,127.0404998,37.5298469,2.0,1.0,3.0,4.0,11.0,4.0,1.0,2.0,1.0,19.0,13.0,3.0,0.0,3
A15005402,신길삼성래미안,아파트,서울특별시 영등포구 가마산로79길 7,서울,영등포구,신길동,관리사무소,분양,826,삼성물산,71553.0,975.0,126.9152452,37.5054901,2.0,0.0,14.0,9.0,8.0,5.0,4.0,7.0,29.0,19.0,4.0,3.0,0.0,5
A13981208,상계불암현대,아파트,서울특별시 노원구 덕릉로118길 29,서울,노원구,상계동,1293번지,분양,826,현대산업개발(주),67005.0,830.0,127.0818153,37.6678352,0.0,1.0,3.0,2.0,8.0,1.0,2.0,4.0,16.0,11.0,0.0,0.0,0.0,2
A15205108,구일우성아파트,아파트,서울특별시 구로구 구일로2길 60,서울,구로구,구로동,구일우성아파트,분양,829,(주)우성건설,66439.0,0.0,126.8769093,37.4902883,4.0,0.0,7.0,5.0,3.0,0.0,2.0,4.0,22.0,12.0,8.0,1.0,0.0,2
A13921003,상계주공8단지,아파트,서울특별시 노원구 노원로38길 10,서울,노원구,상계동,,분양,830,한성건설(주),30478.0,386.0,127.0621436,37.66397,1.0,1.0,10.0,6.0,13.0,0.0,8.0,11.0,48.0,57.0,7.0,1.0,5.0,5
A14003105,한강대우,아파트,서울특별시 용산구 이촌로 181,서울,용산구,이촌동,(이촌동),분양,834,(주)대우건설,79214.0,1.0,126.9702362,37.5224073,5.0,2.0,5.0,3.0,5.0,1.0,2.0,4.0,12.0,13.0,9.0,4.0,1.0,3
A13880406,가락우성1차,아파트,서울특별시 송파구 송파대로32길 8,서울,송파구,가락동,,분양,839,(주)우성건설,55919.0,472.0,127.1175983,37.4971891,1.0,1.0,2.0,7.0,14.0,3.0,3.0,3.0,20.0,20.0,13.0,0.0,10.0,0
A13980511,공릉3단지라이프,아파트,서울특별시 노원구 섬밭로 123,서울,노원구,공릉동,서울시 노원구 공릉3동 715번지,분양,840,LH,34176.0,321.0,127.0686144,37.6273074,2.0,1.0,8.0,8.0,12.0,1.0,5.0,11.0,34.0,17.0,3.0,1.0,5.0,5
A13592605,역삼e-편한세상,아파트,서울특별시 강남구 선릉로69길 20,서울,강남구,역삼동,755-4(선릉로69길20),분양,840,(주)대림산업,58386.0,852.0,127.0506456,37.4990116,3.0,1.0,8.0,5.0,33.0,2.0,3.0,4.0,14.0,397.0,19.0,3.0,13.0,4
A13920703,상계주공5단지,아파트,서울특별시 노원구 동일로216길 47,서울,노원구,상계동,721,분양,840,대한주택공사,26863.0,0.0,127.0639994,37.6526752,1.0,2.0,3.0,3.0,51.0,2.0,3.0,7.0,26.0,52.0,11.0,2.0,3.0,0
A12127008,상암월드컵8단지,아파트,서울특별시 마포구 월드컵로42길 12,서울,마포구,상암동,1674,임대,840,동아건설 ,39635.0,839.0,126.8829174,37.5776205,4.0,0.0,4.0,1.0,1.0,3.0,1.0,2.0,8.0,14.0,6.0,0.0,0.0,2
A13410007,강일리버파크9단지,아파트,서울특별시 강동구 고덕로97길 29,서울,강동구,강일동,(강일동),,841,SH공사,63052.0,980.0,127.1778329,37.558354,1.0,1.0,4.0,2.0,2.0,2.0,3.0,4.0,12.0,6.0,0.0,0.0,0.0,2
A13924004,공릉삼익1차아파트,아파트,서울특별시 노원구 공릉로46길 32,서울,노원구,공릉동,737번지,분양,845,삼익건설,66216.0,756.0,127.0811402,37.626838,3.0,0.0,8.0,4.0,15.0,1.0,2.0,8.0,32.0,30.0,3.0,0.0,1.0,6
A15807316,신트리4단지,아파트,서울특별시 양천구 신정로 260,서울,양천구,신정동,1277번지 신트리4단지아파트,분양,845,자유건설(주),45839.0,502.0,126.850046,37.5110396,2.0,0.0,4.0,8.0,0.0,4.0,5.0,4.0,19.0,6.0,0.0,0.0,1.0,6
A13084802,전농SK제2(임대),아파트,서울특별시 동대문구 전농로10길 111,서울,동대문구,전농동,10-1,임대,848,sk건설,27789.0,325.0,127.0628042,37.5773883,2.0,0.0,2.0,3.0,18.0,3.0,4.0,7.0,22.0,41.0,4.0,2.0,3.0,6
A15288812,신도림4차e-편한세상,아파트,서울특별시 구로구 경인로65길 16-15,서울,구로구,신도림동,신도림4차e-편한세상,분양,853,한국타이어(주),98467.0,1484.0,126.8868711,37.5108658,3.0,1.0,8.0,5.0,12.0,1.0,3.0,3.0,17.0,24.0,3.0,7.0,5.0,0
A13308005,응봉대림1차,아파트,서울특별시 성동구 독서당로62길 43,서울,성동구,응봉동,,분양,855,대림,81623.0,523.0,127.0332766,37.5519496,5.0,1.0,19.0,5.0,3.0,5.0,3.0,4.0,19.0,17.0,3.0,0.0,2.0,0
A12017001,신촌럭키,아파트,서울특별시 서대문구 이화여대길 50-12,서울,서대문구,대현동,144,분양,855,럭키건설,66697.0,586.0,126.9479632,37.5595234,4.0,1.0,3.0,5.0,17.0,4.0,5.0,4.0,15.0,20.0,6.0,0.0,4.0,0
A15681501,사당4-3우성,아파트,서울특별시 동작구 동작대로29길 115,서울,동작구,사당동,사당우성3단지아파트 관리사무소,분양,855,우성건설(주),69743.0,896.0,126.9764363,37.4886826,3.0,0.0,9.0,9.0,12.0,3.0,4.0,2.0,29.0,31.0,7.0,2.0,6.0,1
A13186305,신내엘지쌍용,아파트,서울특별시 중랑구 봉화산로 146,서울,중랑구,상봉동,484,분양,858,"LG건설(주), 쌍용건설(주)",60433.0,825.0,126.9764363,37.4886826,3.0,0.0,9.0,9.0,12.0,3.0,4.0,2.0,29.0,31.0,7.0,2.0,6.0,1
A13010004,장안현대힐스테이트,아파트,서울특별시 동대문구 장안벚꽃로1길 7,서울,동대문구,장안동,,분양,859,현대건설,68232.0,981.0,127.0753766,37.5759749,2.0,0.0,2.0,7.0,9.0,4.0,3.0,5.0,23.0,80.0,5.0,2.0,0.0,6
A13610107,길음뉴타운 경남아너스빌,아파트,서울특별시 성북구 정릉로 305,서울,성북구,정릉동,,분양,860,경남기업(주),67322.0,802.0,127.0171534,37.6043325,2.0,2.0,4.0,10.0,15.0,2.0,4.0,13.0,40.0,30.0,7.0,6.0,2.0,5
A12009203,홍제무악청구1차,아파트,서울특별시 서대문구 통일로 348,서울,서대문구,홍제동,관리사무소,분양,862,(주)청구,73080.0,760.0,126.9520597,37.5819293,4.0,1.0,7.0,3.0,3.0,5.0,2.0,3.0,11.0,13.0,0.0,0.0,0.0,2
A15805114,목동현대하이페리온,주상복합,서울특별시 양천구 목동동로 257,서울,양천구,목동,916번지 목동하이페리온1차,분양,466,현대건설,74805.0,1192.0,126.8750345,37.5268536,3.0,1.0,11.0,6.0,23.0,2.0,3.0,4.0,3.0,110.0,10.0,3.0,1.0,0
A13984604,월계동신,아파트,서울특별시 노원구 광운로2나길 30,서울,노원구,월계동,,분양,864,동신주택(주),71851.0,590.0,127.061025,37.6167404,3.0,1.0,9.0,10.0,9.0,3.0,3.0,5.0,24.0,16.0,3.0,3.0,3.0,1
A15001020,여의도삼부,아파트,서울특별시 영등포구 국제금융로7길 27,서울,영등포구,여의도동,삼부아파트,분양,866,삼부토건(주),103669.0,720.0,126.9318535,37.5245331,6.0,1.0,5.0,2.0,13.0,5.0,1.0,4.0,10.0,39.0,30.0,4.0,1.0,4
A13187004,신내성원,아파트,서울특별시 중랑구 신내로 51,서울,중랑구,신내동,성원아파트,분양,876,성원건설,73944.0,585.0,127.0947898,37.6048367,4.0,0.0,6.0,5.0,13.0,4.0,3.0,5.0,56.0,76.0,3.0,5.0,4.0,6
A13483604,고덕주공6단지,아파트,,서울,강동구,상일동,124-5,분양,880,대한주택공사,58394.0,850.0,127.1706806,37.5533274,1.0,0.0,5.0,3.0,11.0,3.0,4.0,6.0,45.0,30.0,4.0,0.0,1.0,6
A15601105,신대방현대,아파트,서울특별시 동작구 여의대방로 28,서울,동작구,신대방동,707번지,분양,880,현대건설,74430.0,892.0,126.912997,37.4936403,2.0,1.0,7.0,6.0,19.0,1.0,4.0,8.0,26.0,29.0,4.0,1.0,1.0,6
A13984411,월계사슴3단지,아파트,서울특별시 노원구 월계로55길 15,서울,노원구,월계동,320-11,분양,884,(주)기산,35804.0,324.0,127.0595,37.6319168,1.0,1.0,10.0,4.0,5.0,3.0,5.0,9.0,17.0,6.0,1.0,2.0,2.0,6
A15283711,고척벽산블루밍,아파트,서울특별시 구로구 경인로 390,서울,구로구,고척동,서울 구로구 경인로 390 (고척1동 334번지),분양,886,벽산건설,75202.0,1054.0,126.8647287,37.4956202,3.0,1.0,0.0,4.0,11.0,3.0,2.0,3.0,13.0,18.0,5.0,2.0,0.0,3
A13510104,청담삼익,아파트,서울특별시 강남구 학동로 609,서울,강남구,청담동,청담삼익아파트,분양,888,청담삼익아파트,108244.0,1700.0,127.0592063,37.5220877,3.0,0.0,1.0,2.0,5.0,3.0,1.0,1.0,3.0,11.0,6.0,2.0,0.0,2
A13380803,서울숲푸르지오,아파트,서울특별시 성동구 금호로 15,서울,성동구,금호동4가,,분양,888,(주)대우건설,71398.0,1016.0,127.0221874,37.5449355,5.0,0.0,6.0,4.0,13.0,4.0,4.0,7.0,17.0,12.0,4.0,1.0,3.0,6
A13804206,풍납한강극동,아파트,서울특별시 송파구 토성로 38-6,서울,송파구,풍납동,,분양,895,극동건설,75358.0,877.0,127.1123385,37.5296833,4.0,0.0,6.0,3.0,23.0,1.0,3.0,3.0,17.0,19.0,5.0,0.0,4.0,2
A12007001,독립문삼호,아파트,서울특별시 서대문구 독립문로 10,서울,서대문구,영천동,삼호아파트,분양,895,삼호건설,80064.0,943.0,126.9584462,37.5703141,7.0,1.0,12.0,6.0,9.0,8.0,3.0,2.0,12.0,19.0,3.0,0.0,3.0,0
A15609306,사당동작삼성래미안아파트,아파트,서울특별시 동작구 사당로23바길 9,서울,동작구,사당동,"(사당동,동작삼성래미안아파트)",분양,896,삼성물산,86503.0,1273.0,126.9711461,37.4888821,3.0,1.0,6.0,8.0,4.0,3.0,4.0,5.0,25.0,25.0,1.0,1.0,3.0,6
A14380414,극동2차아파트,아파트,서울특별시 광진구 아차산로 552,서울,광진구,광장동,극동2차아파트,분양,896,극동건설,80168.0,1344.0,127.1041476,37.5433615,5.0,1.0,5.0,2.0,3.0,2.0,3.0,6.0,17.0,11.0,7.0,1.0,0.0,2
A14206202,번동주공4단지,아파트,서울특별시 강북구 오현로 207,서울,강북구,번동,(번동 주공아파트),분양,900,대한주택공사,55472.0,519.0,127.0390097,37.6310371,1.0,0.0,16.0,3.0,10.0,3.0,3.0,4.0,22.0,28.0,1.0,2.0,3.0,2
A13599301,개포주공7단지,아파트,서울특별시 강남구 개포로 516,서울,강남구,개포동,,분양,900,주택공사,62939.0,400.0,127.0724108,37.489486,2.0,1.0,9.0,2.0,14.0,2.0,3.0,4.0,14.0,29.0,3.0,0.0,0.0,2
A13310004,옥수극동,아파트,서울특별시 성동구 독서당로 191,서울,성동구,옥수동,428번지,분양,900,극동건설,90610.0,882.0,127.0115694,37.5432748,9.0,0.0,15.0,3.0,6.0,3.0,4.0,7.0,22.0,39.0,2.0,0.0,4.0,6
A15605002,노량진우성,아파트,서울특별시 동작구 만양로8길 50,서울,동작구,노량진동,,분양,901,본동 제2-1 재개발조합,81597.0,918.0,126.9478165,37.5096343,4.0,0.0,5.0,6.0,8.0,3.0,4.0,11.0,24.0,23.0,5.0,0.0,1.0,6
A13984003,월계삼호4차,아파트,서울특별시 노원구 마들로 127,서울,노원구,월계동,,분양,910,(주)삼호,48271.0,240.0,127.0641703,37.626528,2.0,2.0,6.0,8.0,7.0,1.0,4.0,8.0,41.0,7.0,4.0,1.0,1.0,5
A13290105,창동주공18단지,아파트,서울특별시 도봉구 노해로70길 126,서울,도봉구,창동,,분양,910,주택공사,47592.0,634.0,127.0512267,37.6467803,2.0,1.0,9.0,3.0,3.0,3.0,4.0,6.0,36.0,10.0,2.0,0.0,2.0,6
A13511003,압구정미성2차,아파트,서울특별시 강남구 압구정로 113,서울,강남구,압구정동,408번지,분양,911,라이프주택,93828.0,667.0,127.0194299,37.5235704,4.0,0.0,3.0,1.0,7.0,1.0,1.0,1.0,2.0,52.0,10.0,2.0,4.0,3
A15781002,가양9-1,아파트,서울특별시 강서구 허준로 224,서울,강서구,가양동,1489,임대,914,SH공사,37397.0,254.0,126.8616397,37.5600853,2.0,1.0,9.0,3.0,9.0,4.0,3.0,6.0,23.0,12.0,5.0,1.0,1.0,2
A12181404,도화현대홈타운,아파트,서울특별시 마포구 새창로8길 72,서울,마포구,도화동,353번지,분양,914,현대건설(주),84638.0,1155.0,126.9509486,37.5367386,2.0,0.0,4.0,7.0,13.0,1.0,3.0,7.0,35.0,34.0,10.0,4.0,1.0,6
A13880407,가락금호,아파트,서울특별시 송파구 송파대로32길 15,서울,송파구,가락동,,분양,915,금호건설,66271.0,738.0,127.1163709,37.4963581,1.0,2.0,5.0,8.0,11.0,4.0,3.0,3.0,18.0,13.0,12.0,0.0,9.0,0
A13881005,가락래미안파크팰리스,아파트,서울특별시 송파구 동남로 225,서울,송파구,가락동,165,분양,919,삼성물산,78446.0,1209.0,127.1321113,37.4981982,1.0,1.0,6.0,7.0,16.0,3.0,3.0,5.0,20.0,62.0,6.0,0.0,4.0,0
A15728006,마곡수명산파크4단지,아파트,서울특별시 강서구 수명로1길 16,서울,강서구,내발산동,마곡 수명산파크 4단지,,919,TEC건설,61144.0,1005.0,126.8233716,37.5512432,4.0,0.0,10.0,1.0,4.0,1.0,3.0,4.0,16.0,36.0,1.0,0.0,2.0,2
A13570501,삼성동힐스테이트2단지,아파트,서울특별시 강남구 삼성로111길 8,서울,강남구,삼성동,50번지,분양,926,현대건설,69976.0,0.0,127.0515094,37.5138666,3.0,1.0,4.0,3.0,11.0,3.0,1.0,2.0,15.0,39.0,12.0,5.0,3.0,3
A13594203,푸른마을아파트,아파트,,서울,강남구,일원동,푸른마을아파트,분양,930,"삼성종합건설(주), (주)삼호건설",67256.0,691.0,127.0813262,37.4846837,2.0,1.0,8.0,2.0,17.0,2.0,3.0,3.0,6.0,12.0,4.0,0.0,0.0,2
A15210107,오류동부골든,아파트,서울특별시 구로구 고척로 49,서울,구로구,오류동,동부골든아파트,분양,932,동부건설,81494.0,749.0,126.8397859,37.4991205,5.0,0.0,8.0,4.0,5.0,4.0,2.0,5.0,17.0,16.0,4.0,1.0,2.0,2
A13885306,가락삼익맨숀,아파트,서울특별시 송파구 오금로32길 5,서울,송파구,송파동,가락삼익맨숀,분양,936,주식회사 삼익주택,98770.0,523.0,127.1213172,37.5042198,1.0,0.0,6.0,6.0,12.0,3.0,2.0,9.0,17.0,49.0,9.0,0.0,2.0,6
A13981901,상계주공13단지,아파트,서울특별시 노원구 한글비석로54길 92,서울,노원구,상계동,637 상계주공13단지아파트,분양,939,대한주택공사,46750.0,682.0,127.0632601,37.6673747,1.0,0.0,5.0,3.0,8.0,0.0,5.0,7.0,47.0,29.0,7.0,0.0,1.0,6
A13599402,개포주공5단지,아파트,서울특별시 강남구 삼성로4길 17,서울,강남구,개포동,187,분양,940,대한주택공사,65960.0,652.0,127.0680279,37.4878016,1.0,1.0,9.0,2.0,8.0,1.0,4.0,4.0,12.0,27.0,2.0,1.0,1.0,2
A10045601,신당현대,아파트,서울특별시 중구 다산로36길 109,서울,중구,신당동,840번지,분양,942,현대건설(주),91135.0,742.0,127.0217626,37.5599909,5.0,0.0,7.0,13.0,5.0,5.0,7.0,6.0,23.0,15.0,10.0,2.0,4.0,5
A13790726,신반포한신5지구(12차),아파트,서울특별시 서초구 잠원로14길 41,서울,서초구,잠원동,,분양,686,한신공영,55197.0,801.0,127.0140377,37.5181174,6.0,0.0,7.0,2.0,7.0,1.0,1.0,1.0,14.0,28.0,7.0,1.0,4.0,3
A13986013,중계건영3차,아파트,서울특별시 노원구 노원로22길 71,서울,노원구,중계동,360-15,분양,948,(주)건영,80485.0,1075.0,127.0750077,37.6484375,1.0,0.0,10.0,6.0,15.0,0.0,5.0,5.0,25.0,263.0,4.0,2.0,5.0,6
A15728007,마곡수명산파크5단지,아파트,서울특별시 강서구 수명로2길 105,서울,강서구,내발산동,749,,948,성원건설(주),51876.0,1010.0,126.8272011,37.5518797,4.0,0.0,8.0,2.0,5.0,1.0,3.0,6.0,27.0,43.0,0.0,1.0,3.0,2
A13204204,창동대우,아파트,서울특별시 도봉구 덕릉로63가길 43,서울,도봉구,창동,804,분양,952,대우건설,68818.0,1016.0,127.0373097,37.642249,1.0,0.0,4.0,5.0,11.0,6.0,3.0,4.0,34.0,23.0,3.0,2.0,7.0,6
A15603004,상도sh-ville,아파트,서울특별시 동작구 상도로53길 70,서울,동작구,상도동,430,임대,953,(주)C&우방,30906.0,0.0,126.9543846,37.5021303,3.0,0.0,4.0,2.0,7.0,3.0,3.0,8.0,12.0,33.0,3.0,1.0,1.0,2
A13204205,창동태영데시앙,아파트,서울특별시 도봉구 도봉로110다길 51,서울,도봉구,창동,태영창동데시앙,분양,958,태영,81425.0,1103.0,127.0334037,37.6429232,1.0,0.0,9.0,5.0,12.0,6.0,2.0,5.0,28.0,21.0,7.0,4.0,6.0,0
A13986111,중계라이프신동아청구아파트,아파트,서울특별시 노원구 중계로 184,서울,노원구,중계동,366번지,분양,960,(주)청구(주)라이프(주)신동아,109894.0,1353.0,127.0787546,37.6513433,1.0,0.0,7.0,5.0,15.0,1.0,4.0,7.0,17.0,266.0,4.0,1.0,2.0,6
A13086704,청량리한신,아파트,서울특별시 동대문구 제기로 131,서울,동대문구,청량리동,,분양,960,한신공영,83676.0,1136.0,127.0494012,37.5881072,1.0,0.0,4.0,3.0,5.0,5.0,4.0,4.0,14.0,13.0,5.0,1.0,4.0,2
A15685702,흑석한강현대,아파트,서울특별시 동작구 현충로 151,서울,동작구,흑석동,28,분양,960,현대건설,90613.0,696.0,126.9707,37.5066333,6.0,0.0,5.0,2.0,3.0,1.0,1.0,2.0,5.0,15.0,1.0,1.0,0.0,2
A13528003,대치삼성,아파트,서울특별시 강남구 도곡로78길 22,서울,강남구,대치동,1014-3,분양,960,삼성물산,83135.0,1238.0,127.0583563,37.4963363,2.0,2.0,2.0,4.0,23.0,2.0,4.0,4.0,15.0,529.0,18.0,3.0,5.0,0
A13782804,삼호,아파트,서울특별시 서초구 방배로45길 2,서울,서초구,방배동,758-3,분양,899,(주)삼호주택,111760.0,1376.0,126.9868947,37.4974479,6.0,1.0,9.0,4.0,6.0,2.0,2.0,3.0,10.0,41.0,5.0,1.0,0.0,3
A11081503,무악현대,아파트,서울특별시 종로구 통일로 246-20,서울,종로구,무악동,82,분양,964,현대건설,85748.0,1162.0,126.960306,37.5751953,6.0,1.0,9.0,4.0,7.0,7.0,3.0,3.0,10.0,23.0,2.0,0.0,2.0,3
A15209206,개봉현대홈타운2단지,아파트,서울특별시 구로구 개봉로20길 158,서울,구로구,개봉동,02-6091-3031,분양,964,현대건설,82545.0,0.0,126.8613353,37.4918455,4.0,1.0,3.0,6.0,7.0,3.0,2.0,4.0,39.0,32.0,8.0,1.0,1.0,2
A15807211,목동현대아파트,아파트,,서울,양천구,신정동,,분양,972,현대건설,88276.0,1262.0,126.8772093,37.520151,4.0,0.0,4.0,2.0,12.0,2.0,2.0,3.0,16.0,88.0,5.0,2.0,0.0,2
A13480906,길동신동아,아파트,서울특별시 강동구 천중로 264,서울,강동구,길동,160,분양,972,신동아건설,76647.0,940.0,127.1488781,37.5401404,0.0,0.0,6.0,6.0,6.0,5.0,2.0,5.0,16.0,28.0,4.0,1.0,0.0,2
A12287204,이편한세상 수색 에코포레,아파트,서울특별시 은평구 은평터널로 65,서울,은평구,수색동,대림한숲타운아파트,분양,976,대림산업주식회사,84543.0,1061.0,126.9000124,37.5868487,2.0,0.0,2.0,6.0,2.0,4.0,2.0,3.0,5.0,4.0,2.0,2.0,0.0,2
A15080507,당산현대5차,아파트,서울특별시 영등포구 당산로42길 16,서울,영등포구,당산동4가,30-1,분양,976,현대산업개발(주),79993.0,1140.0,126.900834,37.5296467,6.0,1.0,5.0,4.0,21.0,4.0,4.0,8.0,35.0,55.0,9.0,2.0,4.0,1
A13611005,길음래미안3차,아파트,서울특별시 성북구 길음로 16,서울,성북구,길음동,1283번지,분양,977,삼성물산,80165.0,1257.0,127.0229072,37.6062699,2.0,1.0,7.0,10.0,16.0,2.0,3.0,8.0,49.0,64.0,4.0,13.0,1.0,5
A12104005,마포삼성,아파트,서울특별시 마포구 도화길 28,서울,마포구,도화동,삼성아파트,분양,982,삼성건설,94118.0,1080.0,126.9502808,37.5401501,2.0,5.0,6.0,8.0,32.0,1.0,4.0,9.0,17.0,37.0,17.0,4.0,5.0,4
A15785711,방화2-2 그린,아파트,서울특별시 강서구 방화대로48길 40,서울,강서구,방화동,방화2-2단지 그린아파트,분양,984,도시개발공사,40252.0,281.0,126.8195884,37.5746696,2.0,0.0,10.0,3.0,4.0,4.0,3.0,5.0,18.0,17.0,2.0,1.0,0.0,2
A15386506,남서울럭키아파트,아파트,서울특별시 금천구 시흥대로47길 43,서울,금천구,시흥동,,분양,986,럭키건설,47985.0,992.0,126.8989408,37.4482097,2.0,0.0,0.0,6.0,8.0,1.0,2.0,4.0,14.0,31.0,6.0,3.0,7.0,0
A13410008,강일리버파크3단지,아파트,서울특별시 강동구 아리수로93길 40,서울,강동구,강일동,674번지,,987,삼환기업,58114.0,1100.0,127.1751069,37.5655171,1.0,0.0,16.0,1.0,7.0,2.0,2.0,4.0,30.0,24.0,0.0,0.0,3.0,2
A15780604,한강타운아파트,아파트,서울특별시 강서구 허준로 23,서울,강서구,가양동,,분양,990,"신명건설,신원건설,미주건설",84140.0,1074.0,126.844997,37.5714005,2.0,1.0,3.0,2.0,4.0,3.0,2.0,2.0,13.0,8.0,2.0,1.0,2.0,2
A13785607,롯데캐슬클래식,아파트,서울특별시 서초구 서운로 200,서울,서초구,서초동,,분양,990,롯데건설,98785.0,1422.0,127.0214472,37.5000161,6.0,0.0,8.0,5.0,33.0,0.0,3.0,5.0,9.0,36.0,24.0,0.0,13.0,4
A13703027,잠원동아,아파트,서울특별시 서초구 신반포로33길 15,서울,서초구,잠원동,157번지,분양,991,동아건설,76610.0,1025.0,127.0101655,37.5087284,5.0,2.0,6.0,5.0,14.0,0.0,2.0,3.0,20.0,38.0,9.0,4.0,1.0,0
A10045403,신당삼성(분양),아파트,서울특별시 중구 청구로1길 23,서울,중구,신당동,849,분양,994,삼성물산,85521.0,1277.0,127.0179323,37.5580944,6.0,3.0,11.0,12.0,12.0,4.0,7.0,6.0,17.0,20.0,5.0,2.0,2.0,1
A15381706,금천현대,아파트,서울특별시 금천구 벚꽃로 73,서울,금천구,독산동,711-2,분양,996,현대종합건설,71686.0,853.0,126.8903796,37.4622731,5.0,1.0,2.0,2.0,0.0,2.0,3.0,4.0,16.0,6.0,4.0,0.0,3.0,2
A15807002,신트리1단지,아파트,서울특별시 양천구 신정로 293,서울,양천구,신정동,1259번지 신트리1단지아파트 관리사무소,분양,997,진흥기업,54011.0,566.0,126.8548469,37.5141589,2.0,0.0,7.0,8.0,4.0,3.0,4.0,4.0,38.0,22.0,3.0,0.0,2.0,6
A12085303,홍제한양,아파트,서울특별시 서대문구 통일로25길 30,서울,서대문구,홍제동,홍제한양아파트 관리사무소,분양,998,?양건설,76612.0,835.0,126.9475449,37.5830058,4.0,1.0,7.0,2.0,10.0,5.0,2.0,4.0,14.0,17.0,1.0,0.0,4.0,2
A15785612,방화6단지,아파트,서울특별시 강서구 금낭화로23길 25,서울,강서구,방화동,816,임대,1000,웅산건업외,29625.0,254.0,126.8108332,37.5786033,2.0,1.0,7.0,4.0,6.0,3.0,4.0,6.0,15.0,6.0,3.0,1.0,6.0,6
A15383307,독산한신,아파트,서울특별시 금천구 한내로 62,서울,금천구,독산동,,분양,1000,한신공영,101038.0,841.0,126.8893489,37.4555624,3.0,1.0,11.0,1.0,2.0,1.0,2.0,2.0,11.0,26.0,1.0,1.0,1.0,2
A13186306,신내12단지,아파트,서울특별시 중랑구 봉화산로 153,서울,중랑구,상봉동,신내12단지신내아파트,임대,1000,삼환기업,27380.0,250.0,127.0911463,37.6053662,2.0,0.0,5.0,3.0,9.0,3.0,4.0,6.0,32.0,53.0,2.0,4.0,1.0,6
A14003106,이촌강촌아파트,아파트,서울특별시 용산구 이촌로81길 14,서울,용산구,이촌동,,분양,1001,건영,86762.0,1066.0,126.9795589,37.5195296,5.0,0.0,10.0,2.0,7.0,1.0,1.0,5.0,8.0,15.0,3.0,2.0,1.0,2
A13811206,거여1단지,아파트,서울특별시 송파구 양산로8길 8,서울,송파구,거여동,관리사무소,분양,1004,미주실업주식회사,48410.0,577.0,127.1445317,37.4909438,0.0,1.0,5.0,5.0,16.0,4.0,3.0,7.0,35.0,28.0,3.0,1.0,2.0,6
A15781003,가양9-2,아파트,서울특별시 강서구 허준로 234,서울,강서구,가양동,1490 가양9-2단지,분양,1005,도시개발공사,41220.0,355.0,126.863549,37.5587215,3.0,1.0,8.0,4.0,11.0,5.0,4.0,6.0,19.0,21.0,4.0,1.0,1.0,6
A12004001,서대문천연뜨란채아파트,아파트,서울특별시 서대문구 독립문로8길 54,서울,서대문구,천연동,145번지,분양,1008,"요진산업(주),제이알종합건설(주)",58487.0,789.0,126.958455,37.5676522,9.0,0.0,5.0,7.0,7.0,8.0,4.0,1.0,14.0,13.0,6.0,0.0,3.0,0
