전철역코드,전철역명,호선,외부코드,name,road_addr,x,y
4304,신사,신분당선,D4,신사역 신분당선,서울 강남구 강남대로 620-2,127.019551734927,37.5160820085929
4305,논현,신분당선,D5,논현역 신분당선,서울 강남구 강남대로 492-2,127.021678898276,37.5104125196351
4306,신논현,신분당선,D6,신논현역 신분당선,서울 강남구 강남대로 302-2,127.024926154562,37.5036164990854
4308,양재,신분당선,D8,양재역 신분당선,서울 서초구 남부순환로 지하 2585,127.035154074503,37.4834655780476
4309,양재시민의숲,신분당선,D9,양재시민의숲역 신분당선,서울 서초구 매헌로 지하 116,127.038471341381,37.4701332061395
4310,청계산입구,신분당선,D10,청계산입구역 신분당선,서울 서초구 청계산로 지하 179,127.054720327179,37.4483547387397
4311,판교,신분당선,D11,판교역 신분당선,경기 성남시 분당구 판교역로 지하 160,127.11119782955879,37.39477752734142
4312,정자,신분당선,D12,정자역 신분당선,경기 성남시 분당구 성남대로 지하 333,127.108519062566,37.3673267196137
4313,미금,신분당선,D13,미금역 신분당선,경기 성남시 분당구 성남대로 지하 163,127.10879895547586,37.35007178997763
4314,동천,신분당선,D14,동천역 신분당선,경기 용인시 수지구 신수로 지하 760,127.102870440698,37.3378429142383
4315,수지구청,신분당선,D15,수지구청역 신분당선,경기 용인시 수지구 풍덕천로 지하 120,127.094658560596,37.322492584304
4316,성복,신분당선,D16,성복역 신분당선,경기 용인시 수지구 수지로 지하 134,127.08038367116,37.3135324511783
4317,상현,신분당선,D17,상현역 신분당선,경기 용인시 수지구 광교중앙로 지하 312,127.069363534097,37.2978289663421
4318,광교중앙,신분당선,D18,광교중앙역 신분당선,경기 수원시 영통구 도청로 지하 45,127.051726324729,37.2883843017536
4319,광교,신분당선,D19,광교역 신분당선,경기 수원시 영통구 대학로 55,127.044268853097,37.3021119263654
4401,샛강,신림선,S401,샛강역 신림선,서울 영등포구 의사당대로 지하 166,126.929463427672,37.5171662943088
4402,대방,신림선,S402,대방역 신림선,서울 영등포구 여의대방로 300,126.925415962213,37.5128137623052
4403,서울지방병무청,신림선,S403,서울지방병무청역 신림선,서울 동작구 여의대방로 지하 218,126.922713971785,37.5060553927614
4404,보라매,신림선,S404,보라매역 신림선,서울 동작구 상도로 지하 2,126.920436608423,37.5003072682843
4405,보라매공원,신림선,S405,보라매공원역 신림선,서울 동작구 여의대방로20길 지하 11,126.918140532784,37.4954456720422
4406,보라매병원,신림선,S406,보라매병원역 신림선,서울 동작구 보라매로5길 지하 24,126.923549547206,37.4929643194464
4407,당곡,신림선,S407,당곡역 신림선,서울 관악구 보라매로 6,126.927560844494,37.490223280126
4408,신림,신림선,S408,신림역 신림선,서울 관악구 남부순환로 지하 1614,126.929629471493,37.4848815538296
4409,서원,신림선,S409,서원역 신림선,서울 관악구 신림로 258,126.93310993651,37.4782386357719
4410,서울대벤처타운,신림선,S410,서울대벤처타운역 신림선,서울 관악구 신림로 144,126.933959958388,37.4720023242775
4501,기흥,용인경전철,Y110,기흥역 용인경전철,경기 용인시 기흥구 중부대로 468,127.11704645705142,37.27545287699772
4502,강남대,용인경전철,Y111,강남대역 용인경전철,경기 용인시 기흥구 중부대로 578,127.12606689205987,37.27017072715994
4503,지석,용인경전철,Y112,지석역 용인경전철,경기 용인시 기흥구 어정로 28,127.13663256032949,37.269737317702365
4504,어정,용인경전철,Y113,어정역 용인경전철,경기 용인시 기흥구 어정로 128,127.14374986977646,37.27495131826632
4505,동백,용인경전철,Y114,동백역 용인경전철,경기 용인시 기흥구 동백죽전대로 314,127.15269056435368,37.269101384338924
4506,초당,용인경전철,Y115,초당역 용인경전철,경기 용인시 기흥구 동백죽전대로 204,127.15946923688787,37.26080647373655
4508,삼가,용인경전철,Y116,삼가역 용인경전철,경기 용인시 처인구 중부대로 1098,127.16817999042203,37.24205993395667
4509,시청.용인대,용인경전철,Y117,시청.용인대역 용인경전철,경기 용인시 처인구 중부대로 1199-1,127.17888509175044,37.23944203003437
4808,신현,서해선,845,신현역 서해선,경기 시흥시 신현로12번길 지하 2-10,126.787838368873,37.40956486776796
4809,시흥시청,서해선,846,시흥시청역 서해선,경기 시흥시 시흥대로 지하 467,126.80594809695735,37.38156161940996
4810,시흥능곡,서해선,847,시흥능곡역 서해선,경기 시흥시 시흥대로 지하 327,126.808721340419,37.3699465347315
4811,달미,서해선,848,달미역 서해선,경기 안산시 단원구 순환로 지하 160,126.809416088572,37.3487879549025
4812,선부,서해선,849,선부역 서해선,경기 안산시 단원구 선부동 1075-2,126.809989544577,37.3344084544244
4813,초지,서해선,850,초지역 서해선,경기 안산시 단원구 중앙대로 635,126.807842296925,37.3197434069867
4814,시우,서해선,701,시우역 서해선,경기 안산시 단원구 동산로 지하 50,126.79574223454856,37.313163621585524
4815,원시,서해선,702,원시역 서해선,경기 안산시 단원구 산단로 지하 70,126.786793532374,37.3026237626179
4920,양촌,김포도시철도,690,양촌역 김포도시철도,경기 김포시 양촌읍 양촌역길 107,126.61462594837248,37.64178438994002
4921,구래,김포도시철도,691,구래역 김포도시철도,경기 김포시 김포한강7로 87,126.62857604330732,37.64539340715656
4922,마산,김포도시철도,692,마산역 김포도시철도,경기 김포시 김포한강3로 지하 442,126.644004368759,37.6406117204577
4923,장기,김포도시철도,693,장기역 김포도시철도,경기 김포시 김포한강1로 지하 59,126.66907862282,37.6440651946922
4924,운양,김포도시철도,694,운양역 김포도시철도,경기 김포시 김포한강1로 지하 235,126.683844450975,37.6537750040601
4925,걸포북변,김포도시철도,695,걸포북변역 김포도시철도,경기 김포시 김포대로 지하 1040,126.70577572197524,37.631638772756794
4926,사우,김포도시철도,696,사우역 김포도시철도,경기 김포시 김포대로 지하 852,126.71976741873046,37.620321335136204
4927,풍무,김포도시철도,697,풍무역 김포도시철도,경기 김포시 김포대로 지하 710,126.7324492375288,37.61242840262763
4928,고촌,김포도시철도,698,고촌역 김포도시철도,경기 김포시 고촌읍 김포대로 지하 350,126.770325947061,37.601213413053
4929,김포공항,김포도시철도,699,김포공항역 김포도시철도,서울 강서구 하늘길 지하 77,126.80199188908921,37.56232990369519
4510,명지대,용인경전철,Y118,명지대역 용인경전철,경기 용인시 처인구 금학로 241,127.19029130857074,37.23807628801618
4511,김량장,용인경전철,Y119,김량장역 용인경전철,경기 용인시 처인구 금학로 315,127.19861087939051,37.23732377067836
4512,운동장.송담대,용인경전철,Y120,운동장.송담대역 용인경전철,경기 용인시 처인구 금학로 409,127.20905264479066,37.237911300345324
4513,고진,용인경전철,Y121,고진역 용인경전철,경기 용인시 처인구 경안천로 141,127.21418360142515,37.244638336050315
4514,보평,용인경전철,Y123,보평역 용인경전철,경기 용인시 처인구 경안천로 313,127.21848076908013,37.258964266014694
4515,둔전,용인경전철,Y125,둔전역 용인경전철,경기 용인시 처인구 포곡읍 포곡로 70,127.21363872279483,37.26721221736258
4517,전대.에버랜드,용인경전철,Y126,전대.에버랜드역 용인경전철,경기 용인시 처인구 포곡읍 에버랜드로 143,127.21950896826833,37.28541326931372
4601,발곡,의정부경전철,U110,발곡역 의정부경전철,경기 의정부시 장곡로 258,127.052969199269,37.7271478742052
4602,회룡,의정부경전철,U111,회룡역 의정부경전철,경기 의정부시 평화로 363,127.047069262756,37.7249952537983
4603,범골,의정부경전철,U112,범골역 의정부경전철,경기 의정부시 신흥로 141,127.043668564435,37.7287878498671
4604,경전철의정부,의정부경전철,U113,경전철의정부역 의정부경전철,경기 의정부시 신흥로 237,127.04330596631,37.7372643130628
4605,의정부시청,의정부경전철,U114,의정부시청역 의정부경전철,경기 의정부시 의정로 69,127.034848091039,37.739234834508
4606,흥선,의정부경전철,U115,흥선역 의정부경전철,경기 의정부시 호국로 1197,127.03717589317614,37.74328307869396
4607,의정부중앙,의정부경전철,U117,의정부중앙역 의정부경전철,경기 의정부시 호국로 1305,127.049649812523,37.7436803165603
4608,동오,의정부경전철,U118,동오역 의정부경전철,경기 의정부시 장곡로 471,127.056985043204,37.745269911047
4609,새말,의정부경전철,U119,새말역 의정부경전철,경기 의정부시 장곡로 551,127.063759511679,37.7488486906286
4610,경기도청북부청사,의정부경전철,U120,경기도청북부청사역 의정부경전철,경기 의정부시 장곡로 615,127.071617829299,37.7507650408734
4611,효자,의정부경전철,U121,효자역 의정부경전철,경기 의정부시 부용로 159-40,127.077226606947,37.7539905661041
4612,곤제,의정부경전철,U122,곤제역 의정부경전철,경기 의정부시 천보로 173,127.083822421136,37.7505371570413
4804,소사,서해선,841,소사역 서해선,경기 부천시 소사로 지하 284,126.79506057713336,37.482905634947286
4613,어룡,의정부경전철,U123,어룡역 의정부경전철,경기 의정부시 충의로 125,127.085206837732,37.7426941378158
4614,송산,의정부경전철,U124,송산역 의정부경전철,경기 의정부시 충의로 59,127.08721549161,37.7372760423191
4615,탑석,의정부경전철,U125,탑석역 의정부경전철,경기 의정부시 충의로 20,127.088908165858,37.7334871006703
4701,북한산우이,우이신설경전철,941,북한산우이역 우이신설경전철,서울 강북구 삼양로 지하 676,127.01275713087601,37.66288704047998
4702,솔밭공원,우이신설경전철,942,솔밭공원역 우이신설경전철,서울 강북구 삼양로 595,127.013268181236,37.6559782562487
4703,4.19민주묘지,우이신설경전철,943,4.19민주묘지역 우이신설경전철,서울 강북구 삼양로 519,127.01369763482,37.6495307746374
4704,가오리,우이신설경전철,944,가오리역 우이신설경전철,서울 강북구 삼양로 426,127.01676896839822,37.6415440572233
4705,화계,우이신설경전철,945,화계역 우이신설경전철,서울 강북구 삼양로 341,127.017510491529,37.6340873974011
4706,삼양,우이신설경전철,946,삼양역 우이신설경전철,서울 강북구 삼양로 197,127.020488845069,37.6213181360851
4707,삼양사거리,우이신설경전철,947,삼양사거리역 우이신설경전철,서울 강북구 삼양로 197,127.020488845069,37.6213181360851
4708,솔샘,우이신설경전철,948,솔샘역 우이신설경전철,서울 강북구 솔샘로 지하 189,127.01355180603669,37.620259575206596
4709,북한산보국문,우이신설경전철,949,북한산보국문역 우이신설경전철,서울 성북구 보국문로 지하 88,127.008263392003,37.6121367531121
4710,정릉,우이신설경전철,950,정릉역 우이신설경전철,서울 성북구 아리랑로 지하 122,127.013539545056,37.602614606648
4711,성신여대입구,우이신설경전철,951,성신여대입구역 우이신설경전철,서울 성북구 아리랑로 지하 122,127.013539545056,37.602614606648
4712,보문,우이신설경전철,952,보문역 우이신설경전철,서울 성북구 동소문로 지하 102,127.016549589616,37.5923825668685
4713,신설동,우이신설경전철,953,신설동역 우이신설경전철,서울 동대문구 왕산로 지하 1,127.02320708440578,37.576550995373644
4805,소새울,서해선,842,소새울역 서해선,경기 부천시 소사로 지하 120,126.797283854897,37.4685095548124
4806,시흥대야,서해선,843,시흥대야역 서해선,경기 시흥시 서해안로 지하 1670,126.792993796201,37.4500998726813
4807,신천,서해선,844,신천역 서해선,경기 시흥시 신천로 지하 92,126.78678508124932,37.43924604520613
1271,능곡,경의선,K321,능곡역 경의선,경기 고양시 덕양구 토당로 35,126.82063426387445,37.61898698884321
1326,강촌,경춘선,P137,강촌역 경춘선,강원특별자치도 춘천시 남산면 강촌로 150,127.634151572422,37.805721704842
0150,서울역,01호선,133,서울역역 1호선,서울 중구 세종대로 지하 2,126.97209238331357,37.55597933890212
0151,시청,01호선,132,시청역 1호선,서울 중구 세종대로 지하 101,126.97719821079865,37.56534539636417
0152,종각,01호선,131,종각역 1호선,서울 종로구 종로 지하 55,126.98315081716676,37.570227990912244
0153,종로3가,01호선,130,종로3가역 1호선,서울 종로구 종로 지하 129,126.992153252476,37.570420844523
0154,종로5가,01호선,129,종로5가역 1호선,서울 종로구 종로 지하 216,127.00153834521934,37.57097610838373
0155,동대문,01호선,128,동대문역 1호선,서울 종로구 종로 지하 302,127.01063381083677,37.571669405802616
0156,신설동,01호선,126,신설동역 1호선,서울 동대문구 왕산로 지하 1,127.024456700382,37.5760299683175
0157,제기동,01호선,125,제기동역 1호선,서울 동대문구 왕산로 지하 93,127.03494949507864,37.57817349658033
0158,청량리,01호선,124,청량리역 1호선,서울 동대문구 왕산로 지하 205,127.04472723023305,37.580037056302906
0159,동묘앞,01호선,127,동묘앞역 1호선,서울 종로구 종로 359,127.016364227103,37.5732166600283
0200,까치산,02호선,234-4,까치산역 2호선,서울 강서구 강서로 지하 54,126.846948282657,37.5314060103327
0201,시청,02호선,201,시청역 2호선,서울 중구 서소문로 지하 127,126.97559827045151,37.56368183746611
0202,을지로입구,02호선,202,을지로입구역 2호선,서울 중구 을지로 지하 42,126.9821953112953,37.566035517712955
0300,대곡,경의선,K322,대곡역 경의선,경기 고양시 덕양구 대주로107번길 71-81,126.8100094467358,37.631949960160085
