,name,x,y
180,잠실새내약국,127.0854277,37.50979184
181,흥명약국,127.0413239,37.5754617
182,민성약국,127.0604865,37.56717347
183,은빛약국,127.0538014,37.68066639
184,제일약국,127.0286399,37.64038139
185,강남성지약국,127.0262108,37.49980073
186,유명온누리약국,126.9614889,37.55144929
187,리본약국,127.0244181,37.51750685
188,열린프라자약국,126.9286635,37.61233415
189,가장친절한정문앞중앙약국,127.1149319,37.52644023
190,우리들약국,126.9155617,37.60226596
191,늘봄약국,127.0132023,37.65688015
192,모건약국,127.0308569,37.49858857
193,참약국,126.9799237,37.57084449
194,윤당약국,126.9070411,37.48916339
195,충무약국,126.99286,37.56149535
196,라파엘약국,126.841106,37.56632574
197,365송파고은약국,127.1076973,37.51378724
198,바하약국,127.0680918,37.57838419
199,이화정문약국,126.8349216,37.55788475
200,새그린약국,127.1160786,37.52903048
201,종로5가미래약국,127.0012511,37.57120965
202,양천그린약국,126.8585312,37.52153593
203,미소약국,126.9303622,37.49910898
204,다정약국,127.02185,37.50908783
205,공감약국,127.1234446,37.53775164
206,한시까지약국,126.9091118,37.51885555
207,도곡타워약국,127.0520146,37.48886577
208,아산약국,127.1131712,37.53043508
209,2층약국,127.0543931,37.48328034
210,새잠실365약국,127.0870419,37.51198046
211,참행복한약국,127.119513,37.4990977
212,손약국,127.1096861,37.50746658
213,논현약국,127.0396718,37.51613508
214,명약국,127.1453944,37.53483453
215,고척햇살약국,126.8581677,37.50634746
216,신정튼튼약국,126.8537149,37.52507019
217,서래사랑약국,126.9991984,37.49834923
218,곰돌이약국,127.02471,37.56478
219,서울숲약국,127.0264305,37.54772951
220,송파미소약국,127.1132652,37.52031368
221,스마트약국,127.1450418,37.49286218
222,DMC온누리약국,126.8914039,37.5771097
223,영천선약국,126.962191,37.57008556
224,아침일찍약국,126.9377987,37.55583119
225,양재사랑약국,127.0366745,37.48447416
226,평화약국,127.1087136,37.49453769
227,월드중앙약국,127.1018028,37.51788276
228,포도나무약국,127.1157571,37.49658241
229,시티약국,127.0834928,37.5113561
230,프리마약국,127.0720279,37.50832555
231,구의바른약국,127.085285,37.53665154
232,밝은중앙약국,127.1156182,37.52676474
233,위드팜잠실나루역약국,127.0953665,37.51989394
234,메디팜우리약국,127.0841862,37.51208443
235,크리스마스약국,127.0841862,37.51208443
236,새희망약국,127.1078538,37.50498726
237,프라자약국,127.1310632,37.51572764
238,하늘약국,127.0972586,37.50210811
239,거여서울약국,127.1448489,37.49321291
240,명문약국,127.1496316,37.49696657
241,빙고약국,126.9665662,37.52690561
242,노원행복한약국,127.0618893,37.65650993
243,서울약국,126.9722504,37.54605957
244,온누리큰사랑약국,126.8460591,37.53350373
245,휴베이스 새봄약국,126.9500703,37.53386336
246,오늘의약국,127.0755263,37.61948899
247,성모약국,127.0708715,37.48914068
248,혜화설약국,126.9984067,37.58322413
249,바다약국,126.9012483,37.45442844
250,목동건강약국,126.8632628,37.52865329
251,윤약국,127.1358749,37.52806575
252,쉐르빌대학약국,127.0948966,37.53985699
253,동방약국,126.8955243,37.49338625
254,노원연세약국,127.0681043,37.65340587
255,매일행복약국,127.0101479,37.59062771
256,올리브약국,126.9291366,37.52076155
257,이약국,127.0154359,37.57406093
258,베리타스약국,127.0755849,37.49265817
259,종각역약국,126.9832397,37.57021404
260,위드팜천사약국,127.1348418,37.53558029
261,건대바른약국,127.0710464,37.54084161
262,명동스타약국,126.9828407,37.56468142
263,쌍문마이팜약국,127.0425558,37.66620774
264,홍제제일약국,126.9458127,37.58703453
265,명문약국,126.9311378,37.57655608
266,휴베이스 국제약국,127.0951102,37.60554852
267,구민약국,126.8973079,37.52731296
268,불광새봄약국,126.9286116,37.61142682
269,가까운현대약국,127.0293418,37.63997965
270,3층파란문약국,126.9648922,37.52704046
271,한약짓는약국,126.9536637,37.55683607
272,고래약국,127.0587098,37.65504458
273,수정약국,126.8528843,37.52083616
274,여름약국,127.0301471,37.57728491
275,참약국,126.9297049,37.55460481
276,샤인약국,127.0381846,37.52747045
277,솔약국,127.0496604,37.61982239
278,잠실팜약국,127.0863248,37.5091148
279,웰빙365약국,127.1759337,37.5724724
280,플러스약국,126.897273,37.56828845
281,오렌지 약국,126.9488562,37.50349967
282,신아산약국,127.1155389,37.5269724
283,이대1번약국,126.8373878,37.55766689
284,군자여기약국,127.0762494,37.55888193
285,광진약국,127.0133462,37.5599105
286,행복한리약국,126.8766086,37.50498296
287,한신약국,127.0414628,37.58684228
288,곰돌이약국,127.0554838,37.47857819
289,송도약국,127.0257263,37.63850676
290,삼거리약국,126.8636273,37.50340211
291,레아약국,126.8819822,37.47708291
292,파란문약국,126.9616255,37.57172672
293,비전약국,127.1762366,37.57256457
294,중앙약국,126.892606,37.49689827
295,도담약국,127.1310641,37.49620079
296,아현이층약국,126.9558604,37.5586217
297,보나약국,127.068451,37.48615481
298,하나약국,127.08736,37.55369494
299,장수약국,127.0160864,37.64291797
300,휴베이스하이약국,126.9837305,37.56513564
301,세계로약국,126.9415132,37.5049713
302,수도약국,127.088467,37.54514716
303,수도약국,127.0432233,37.66934273
304,바른약국,127.0154487,37.48578323
305,동그라미약국,127.0130189,37.60247753
306,마곡스타약국,126.826137,37.55927364
307,비전약국,127.0668186,37.53896053
308,허브약국,126.8939946,37.53731555
309,땡큐약국,127.1351562,37.53460333
310,행복나눔약국,127.0098732,37.5071157
311,글로리아약국,126.9690062,37.60686264
312,디타워약국,126.9662555,37.56679969
313,동부메디칼약국,127.0307736,37.57561268
314,은성온누리약국,126.9375223,37.47613413
315,가까운동문약국,127.0251708,37.58648423
316,더튼튼약국,127.0464733,37.65218059
317,형제약국,126.9158702,37.59085242
318,1898광장약국,126.9867758,37.56367587
319,365강남역약국,127.0283079,37.49816465
320,서초별빛약국,127.0271768,37.4918503
321,으뜸약국,127.0310628,37.49941618
322,파랑새약국,126.9457505,37.5571403
323,까치산메가약국,126.8471501,37.53387672
324,광화문이층약국,126.9745133,37.57047431
325,웃는내일약국,126.8896791,37.51962909
326,명약국,127.1004905,37.54234129
327,광해약국,127.0793048,37.55624658
328,사랑약국,126.9368194,37.58147201
329,계령약국,126.9330231,37.49916647
330,한약국더채움,126.916619,37.58694039
331,약국은 허준,126.916619,37.58694039
332,잠실365약국,127.0981418,37.51130961
333,종로백세약국,127.0022886,37.57126928
334,건강을그리는약국,127.1124484,37.500149
335,자양종로약국,127.0649201,37.53722374
336,매일약국,126.9629485,37.53930231
337,오렌지약국,127.0298983,37.48471753
338,봄온누리약국,127.0481687,37.61723492
339,종로태양약국,126.9990023,37.57110207
340,해피온누리약국,126.9938767,37.48683925
341,소화약국,127.0807748,37.67029154
342,내자약국,126.9707595,37.57633216
343,시민약국,126.9727315,37.57634803
344,서울온누리약국,127.0014632,37.57944771
345,참조은약국,126.9955905,37.56592767
346,별약국,127.0117204,37.55295209
347,혜성약국,126.9975499,37.56697982
348,새온약국,126.9679327,37.56524197
349,심해경희한약국,127.0210329,37.56608824
350,5층사랑약국,126.9726687,37.56301491
351,충정로조은약국,126.9635541,37.55885885
352,경인약국,126.9594504,37.53737446
353,코코온누리약국,127.0495136,37.54632148
354,수정약국,127.0221192,37.54795925
355,후문약국,127.0414141,37.55982263
356,꿈의숲 스타약국,127.0295518,37.61607301
357,메디팜일진약국,127.0541277,37.56266599
358,한솔약국,127.0378398,37.56997058
359,우리들약국,127.0524643,37.53801957
360,혜민약국,127.0414858,37.56029293
361,새희망약국,127.0542338,37.56522486
362,메디칼약국,127.0352654,37.56052651
363,성모약국,127.05367,37.53901058
364,행복이열리는약국,127.0224511,37.54835896
365,맑은샘약국,127.0214356,37.55306047
366,우리약국,127.0473801,37.53885929
367,나무약국,127.0257325,37.55166252
368,현대약국,127.0311015,37.54990996
369,영화당약국,127.0468117,37.5609929
370,부일약국,127.0368922,37.55896503
371,시대약국,127.044705,37.56754594
372,새인선약국,127.0678584,37.55149914
373,중곡종로약국,127.0881022,37.55777501
374,햇빛약국,127.0714119,37.54065794
375,우리들약국,127.0902428,37.55689564
376,예담한약국,127.083769,37.53116941
377,건강한약국,127.0897268,37.5525999
378,시장약국,127.0392457,37.57858678
379,신보명약국,127.0644791,37.56504302
380,장안수약국,127.0651538,37.56415959
381,경희금현한약국,127.0362385,37.57718679
382,청솔약국,127.0601291,37.57460947
383,건강약국,127.0958495,37.6113848
384,조은약국,127.1020039,37.60212189
385,참약사삼흥약국,127.1036374,37.60066104
386,밝은약국,127.086089,37.5956441
387,새하늘약국,127.0881065,37.58868191
388,은혜약국,127.0995091,37.59575654
389,프라임온누리약국,127.0483972,37.62294735
390,좋은약국,127.0463495,37.60720151
391,새부산약국,127.0520648,37.61531902
392,청춘약국,127.0477553,37.68223282
393,삼성늘푸른약국,127.0347625,37.64787675
394,무궁화약국,127.0704665,37.63756149
395,샘약국,127.0774032,37.65157051
396,별빛약국,126.9230428,37.55878083
397,새하늘약국,127.0641664,37.64597515
398,위케어 종로3가약국,126.9919944,37.57114028
399,메디칼우리약국,127.0740513,37.62336634
400,송파힘찬약국,127.1233399,37.48279825
401,면목이화온누리약국,127.090058,37.58915031
402,송화약국,126.8360224,37.54812803
403,광진바른약국,127.0846048,37.54263602
404,굿모닝약국,127.0894605,37.58085262
405,평화약국,126.9771106,37.56024367
406,조이약국,126.9962461,37.56152515
407,아름약국,126.9996069,37.5609237
408,성실약국,126.9077306,37.60512101
409,성모제일약국,126.9176955,37.63419225
410,불광다올약국,126.9301716,37.61057578
411,제신약국,127.0073287,37.57070649
412,참사랑약국,126.9218556,37.60019054
413,상산약국,126.9596731,37.50421186
414,365자양미소약국,127.0768625,37.53266075
415,노약국,127.0272569,37.62438886
416,경희우리약국,127.0524049,37.59351987
417,친친약국,126.8811074,37.47882873
418,마포지금약국,126.9446296,37.54229142
419,신정네거리중앙약국,126.8525039,37.52045249
420,정성약국,126.9621389,37.55165971
421,예성온누리약국,127.1457001,37.49541014
422,3층중앙약국,127.04519,37.48447976
423,3층온누리약국,126.903832,37.57014164
424,공원아이사랑약국,127.0290108,37.60654978
425,슬기약국,127.0565341,37.61089158
426,우리약국,127.0678785,37.53268464
427,강약국,126.8336005,37.54006819
428,지안약국,127.0436876,37.66569899
429,최고약국,127.0196733,37.49579523
430,주원약국,127.0203352,37.56544351
431,초록문약국,126.8255148,37.55932597
432,"안녕,약국",126.9012779,37.45099327
433,가온약국,127.1244094,37.53996465
434,진약국,126.9359478,37.60198245
435,새수정온누리약국,127.0882288,37.55421471
436,예약국,126.8463601,37.56114864
437,연세파란약국,127.0795934,37.58814286
438,더조은약국,127.1281898,37.5501746
439,봄약국,126.8438554,37.4956898
440,청담소망약국,127.0457197,37.51829467
441,참조은약국,126.9486174,37.59879823
442,신나리약국,127.0217535,37.50151958
443,스마일약국,126.9538288,37.48362235
444,금약국,126.8486563,37.50221707
445,다정약국,127.0279231,37.52614372
446,연세약국,127.0258926,37.63866493
447,서초무지개약국,127.0277492,37.48891559
448,스타약국,126.8810839,37.50330627
449,우리원약국,127.0241829,37.52444732
450,소원약국,126.896276,37.58224992
451,바로약국,127.1025318,37.49761457
452,노원하나약국,127.0609703,37.65154456
453,르네약국,127.0886006,37.50448673
454,칠칠약국,127.0800901,37.59995002
455,독산메디칼약국,126.9022841,37.46574836
456,튼튼온누리약국,126.898931,37.48214887
457,팜어스약국,126.8847457,37.49025306
458,현약국,126.8818627,37.47874164
459,상암나무약국,126.8898876,37.57795288
460,호약국,126.9743215,37.56204923
461,다움약국,126.9018642,37.48448829
462,5층 하늘약국,127.1403472,37.55525285
463,문정수약국,127.1279362,37.48276192
464,휴베이스봄약국,127.0252278,37.49830825
465,여의도미소약국,126.9266038,37.52172363
466,이웃집약국,126.9212059,37.60136806
467,포레나약국,126.9056687,37.5238208
468,코리아약국,126.8365536,37.55467046
469,은혜약국,127.0358976,37.64906426
470,아이디약국,127.0206898,37.51696155
471,유온약국,126.9167168,37.52596989
472,클래시안약국,126.9109858,37.50331925
473,길동온누리약국,127.1372389,37.53479852
474,동의보감 한약국,126.9767987,37.48327031
475,정민약국,127.0341242,37.5694149
476,세브란스약국,126.9803676,37.48541328
477,라벤더약국,127.0250754,37.50241867
478,효성약국,126.9388305,37.50495795
479,바른약국,127.0240825,37.56660293
480,윤경약국,126.927922,37.49998384
481,일등약국,126.952621,37.4789168
482,강서튼튼약국,126.8239211,37.55900042
483,우리약국,126.9432102,37.51394261
484,행복약국,126.9606073,37.48413576
485,아란약국,126.8257069,37.55847752
486,서초우리약국,127.0076047,37.48969311
487,소망약국,126.9659823,37.47585202
488,라이프약국,127.0572016,37.57743429
489,참바른약국,126.9290234,37.48231224
490,보룡약국,127.0782455,37.61184252
491,다정약국,126.8386095,37.54311034
492,참약사플러스약국,127.0871359,37.57946737
493,제정약국,126.9281927,37.48827407
494,홍제 오늘약국,126.9434936,37.5896138
495,신용산수약국,126.9681664,37.53000469
496,마포초록약국,126.9403106,37.54246248
497,에스약국,127.0087524,37.48823961
498,연세약국,126.8391664,37.54183231
499,명일열린메디컬약국,127.1435179,37.55057647
500,차돌약국,127.0862114,37.510702
501,참사랑온누리약국,127.0598603,37.57006932
502,햇살약국,127.0419391,37.56585228
503,사랑찬약국,126.9824665,37.4714704
504,중앙온누리약국,127.0384967,37.63938805
505,이수밝은약국,126.9791825,37.48464911
506,약사랑옵티마약국,127.0244813,37.55552564
507,미소진약국,127.0180335,37.54848018
508,희망약국,127.0356991,37.56258209
509,맑은샘약국,127.1335189,37.49753541
510,조은약국,127.0671486,37.56053772
511,강남미약국,127.0287724,37.49656606
512,강남태평양약국,127.0521596,37.49718578
513,성모자이약국,126.9176562,37.63528107
514,진로약국,127.0551048,37.53715944
515,봄봄약국,127.0266958,37.50896898
516,자연온누리약국,127.0549985,37.53850874
517,비타민약국,127.0355859,37.56240364
518,동아약국,127.0291588,37.61947433
519,화생약국,127.0203358,37.55481247
520,신성림약국,127.041301,37.55982249
521,효민프라자약국,127.0419338,37.56329273
522,행복한약국,127.0155544,37.54262944
523,종로약국,127.0413337,37.5599679
524,정성약국,127.0330375,37.56657716
525,채움약국,127.0309741,37.52737634
526,신사온누리약국,127.0203633,37.51519501
527,공중약국,127.0551119,37.53744794
528,이수프라자약국,127.0345826,37.5613777
529,메디팜보배약국,127.0546986,37.5468643
530,청담명약국,127.0510181,37.51871507
531,신동아약국,127.0449825,37.5457235
532,유림약국,127.0293795,37.5607558
533,에메랄드약국,127.022136,37.51684596
534,삼성온누리약국,127.0627957,37.50803818
535,왕십리약국,127.0322015,37.56220459
536,왕약국,127.0656509,37.54842222
537,명문약국,126.9576956,37.57493129
538,신라약국,127.0670526,37.55013243
539,서초제일약국,126.9956373,37.48390042
540,정다움약국,127.1148225,37.52709969
541,라파온누리약국,127.0416775,37.63403782
542,제일약국,127.0305415,37.54964458
543,우리온누리약국,127.0582983,37.49305153
544,메디팜 정다운약국,126.8177746,37.56717483
545,셀메드새롬약국,126.8453587,37.52263531
546,부원약국,127.0523979,37.53777858
547,한사랑약국,127.1152543,37.51123856
548,조은약국,126.8270293,37.55741872
549,우리대치약국,127.0619166,37.49334891
550,송파태양약국,127.1155357,37.51089699
551,미즈정문약국,126.8360035,37.55254614
552,을지수온누리약국,126.9891161,37.56460792
553,365종로약국,127.0574088,37.57028867
554,옵티마100세약국,127.1487677,37.49722103
555,옵티마대영약국,127.0513228,37.51740137
556,아름드리약국,126.8403412,37.5593301
557,명일정원약국,127.1461581,37.55015625
558,육당약국,126.9188793,37.47402696
559,지니약국,127.0997138,37.59536993
560,풍전약국,126.9525812,37.53286969
561,양지약국,126.975026,37.51938659
562,아침햇살약국,126.9012421,37.4832605
563,푸른소나무약국,126.9815063,37.57256394
564,태리약국,127.0794794,37.55777176
565,봄약국,127.0725832,37.57546869
566,통일로약국,127.0970209,37.59029392
567,기쁨약국,126.9324239,37.56845742
568,상록수약국,127.1296316,37.55230857
569,강일윤약국,127.1751792,37.57228621
570,자연다림노아한약국,127.0362801,37.58253796
571,참고은약국,126.8448785,37.55889899
572,굿케어약국,127.0404047,37.51891578
573,청춘약국,126.9303631,37.61032146
574,이수다온약국,126.9838491,37.48590765
575,새희망약국,126.8976459,37.5208446
576,한티미소약국,127.0523819,37.49781927
577,행운약국,127.000361,37.58323829
578,홍대어울림약국,126.9242955,37.5557196
579,바라기한약국,127.0505028,37.51973054
580,원당프라자약국,126.9657219,37.47535189
581,샤로수약국,126.9528756,37.47973952
582,이안약국,126.8630526,37.52926735
583,튼튼약국,126.9723448,37.48445931
584,이레온누리약국,127.0939462,37.59004566
585,메디칼신대방약국,126.9292296,37.49989344
586,더블유약국,127.0816891,37.51141629
587,동인프라자약국,126.8280002,37.53478436
588,신경희약국,127.1545001,37.55200492
589,우경약국,126.9317315,37.46475342
590,월드컵약국,126.9035376,37.57053604
591,수정약국,127.0514484,37.50022294
592,은은약국,127.0270321,37.66017673
593,후문약국,127.0696835,37.63589865
594,아크로약국,126.9488974,37.54134215
595,경희한방약국,126.9638449,37.47445401
596,팜프라자약국,127.0734318,37.62525727
597,현대약국,126.9591031,37.5743447
598,월계뉴메디칼약국,127.0576125,37.62901731
599,미소온누리약국,127.0313276,37.52307531
600,마곡온약국,126.8326742,37.55863275
601,은약국,126.904699,37.56980204
602,숭인다모아약국,127.0157326,37.57673675
603,신사힐스약국,127.0193864,37.51444068
604,독일약국,127.0126208,37.57190671
605,열린약국,127.0003288,37.57071483
606,새로이약국,126.9189423,37.47254007
607,21세기메디칼약국,127.1441529,37.53508878
608,큰솔약국,126.9164293,37.60012384
609,인앤아웃약국,126.9799237,37.57084449
610,바로약국,126.981438,37.57096177
611,혜화약국,127.0005132,37.58648727
612,남영약국,126.985829,37.57559548
613,보광약국,127.0017229,37.57948276
614,효성약국,127.0103052,37.57586068
615,신두산약국,127.0154511,37.57357997
616,서울종로약국,127.0016605,37.58181552
617,광화문윤약국,126.9763412,37.57060488
618,경희궁햇살약국,126.9623523,37.5708611
619,태평양약국,126.9919295,37.57005521
620,소망약국,127.0148243,37.57310361
621,종로한사랑약국,127.0160832,37.57272286
622,제일약국,126.9812799,37.57209809
623,건강한세상약국,126.9679686,37.56750033
624,성진약국,127.0006014,37.58556826
625,종오약국,126.9994607,37.57112793
626,보령약국,127.0005019,37.5713385
627,통인한약국,126.9694723,37.57998644
628,중앙약국,126.9656764,37.56741517
629,신세계약국,126.9913974,37.5701359
630,신서대문대학약국,126.9656436,37.56750526
631,다나약국,126.9919192,37.57015161
632,신백제약국,127.0048962,37.5713165
633,캐슬온누리약국,127.016,37.57405626
634,푸른온누리약국,126.9678949,37.56742895
635,경일약국,126.9653042,37.60507008
636,부광약국,127.0026123,37.57124405
637,옥광약국,126.9974362,37.57687166
638,하트약국,127.0021572,37.58270506
639,영화약국,127.0058802,37.57330234
640,새현대약국,126.9733218,37.57536753
641,인성약국,126.957955,37.57472947
642,한마음약국,126.9975708,37.57645874
643,국일약국,126.9885101,37.56955622
644,은성약국,126.9881338,37.57335199
645,동시약국,127.0002225,37.57062617
646,보성온누리약국,126.9956711,37.58842388
647,김해약국,127.0006904,37.5707051
648,동남약국,126.9912817,37.57012742
649,세민약국,126.9687879,37.58038279
650,동서약국,127.0023577,37.5707604
651,세종약국,126.9732846,37.57183949
652,진약국,126.9910502,37.57217212
653,종로오가약국,127.0015312,37.57118613
654,새종로약국,126.9999499,37.5711428
655,광장약국,126.9992237,37.57107369
656,종로온누리약국,127.0104979,37.57186484
657,동인약국,127.0105241,37.57220713
658,대흥사약국,126.9922268,37.57250143
659,공생약국,127.0030732,37.57070046
660,종로약국,126.9993204,37.57112037
661,새동서약국,127.0016626,37.57049867
662,함춘약국,127.0018254,37.57959889
663,대박약국,126.9799237,37.57084449
664,엄약국,127.003002,37.57125187
665,단골온누리약국,127.0159578,37.57453127
666,대경약국,127.0122772,37.57266503
667,금왕약국,127.0116056,37.57387738
668,메디칼서울약국,127.0015282,37.58181985
669,봄약국,127.0153386,37.57325887
670,수도약국,126.9851386,37.57404352
671,정성약국,127.0215822,37.57513242
672,정문약국,126.9976856,37.57689149
673,인제약국,126.9991694,37.57063392
674,국화약국,126.9666186,37.60603136
675,종로프라자약국,126.9705924,37.58158635
676,대도약국,126.9832557,37.57248302
677,현대온누리약국,126.9876379,37.57801702
678,신코아약국,126.9859119,37.56895371
